crate_name,category,abi,count
classgroup-0.1.0,foreign_functions,C,86
classgroup-0.1.0,static_items,C,1
ndi-sys-0.1.1,foreign_functions,C,114
iop-sdk-ffi-0.0.16,rust_functions,C,240
efi-0.2.1,rust_functions,win64,3
rusty-sandbox-0.2.1,foreign_functions,C,1
wasm_val-0.3.5,foreign_functions,C,14
wasm_val-0.3.5,rust_functions,C,8
file-metadata-0.0.3,foreign_functions,C,12
file-metadata-0.0.3,static_items,C,138
linux-personality-1.0.0,foreign_functions,system,1
icasadi_test-0.0.2,foreign_functions,C,3
rust-gmp-serde-0.5.0,foreign_functions,C,126
rust-gmp-serde-0.5.0,static_items,C,1
bitcoinconsensus-0.20.2-0.5.0,foreign_functions,C,2
tree-sitter-merlin6502-1.0.0,foreign_functions,C,1
opencl-sys-0.2.4,foreign_functions,system,104
posix-sys-0.0.1,foreign_functions,C,2
inotify-sys-0.1.5,foreign_functions,C,4
wasmer-runtime-core-0.17.1,foreign_functions,C,4
wasmer-runtime-core-0.17.1,rust_functions,C,16
pyo3-0.17.3,rust_functions,C,9
m1-ctrl-0.1.2,foreign_functions,C,33
m1-ctrl-0.1.2,static_items,C,22
demes-forward-capi-0.3.0,rust_functions,C,18
gl33-0.2.1,rust_functions,system,1
clamav-0.4.0,foreign_functions,C,13
clamav-0.4.0,rust_functions,C,1
freertos-rust-0.1.2,foreign_functions,C,44
freertos-rust-0.1.2,rust_functions,C,3
simple-voter-0.5.8,rust_functions,C,1
orao_solana-0.1.0,rust_functions,C,1
tree-sitter-preproc-0.19.0,foreign_functions,C,1
bootloader-x86_64-bios-stage-4-0.11.0,rust_functions,C,1
p256-cm4-0.3.0,foreign_functions,C,18
p256-cm4-0.3.0,static_items,C,1
out123-sys-0.5.0,foreign_functions,C,30
markdown_wasi-0.1.2,rust_functions,C,2
cfile-0.5.1,foreign_functions,C,12
zfp-sys-cc-0.1.3,foreign_functions,C,185
zfp-sys-cc-0.1.3,static_items,C,4
open_creator_protocol-0.2.8,rust_functions,C,1
persistent-buff-0.2.5,static_items,C,2
wyzoid-0.1.2,rust_functions,system,1
vulkayes-core-0.1.0,rust_functions,system,1
cue-sdk-sys-0.0.5,foreign_functions,C,22
readkey-0.2.1,foreign_functions,C,1
hyperjson-0.2.4,rust_functions,C,5
sunvox-sys-0.1.0,foreign_functions,C,53
my-test-app-bergwolf-1.4.0,foreign_functions,C,2
rsffish-0.0.15,foreign_functions,C,37
rsffish-0.0.15,rust_functions,C,24
stb_image-0.2.4,foreign_functions,C,30
sqlite-vfs-0.2.0,foreign_functions,C,4
sqlite-vfs-0.2.0,rust_functions,C,29
pqcrypto-kyber-0.7.6,foreign_functions,C,36
stdtr-sys-0.1.0,foreign_functions,C,2
tinyfiledialogs-3.9.1,foreign_functions,C,6
exprtk_sys-0.1.0,foreign_functions,C,71
exprtk_sys-0.1.0,rust_functions,C,1
cardinal-stake-pool-1.13.0,rust_functions,C,1
sgx_align_struct_attribute-1.1.1,foreign_functions,C,2
elikar-0.1.9,foreign_functions,C,1
sapp-linux-0.1.15,foreign_functions,C,3019
sapp-linux-0.1.15,rust_functions,C,63
robust-predicates-0.1.4,foreign_functions,C,5
sega_cmp-0.2.0,foreign_functions,C,3
bd-0.1.1,rust_functions,rust-call,2
jay-config-0.1.0,rust_functions,C,6
ckb-vm-aot-0.22.0,foreign_functions,C,42
cardinal-receipt-manager-1.13.0,rust_functions,C,1
btrfsutil-0.1.0,foreign_functions,C,43
wrend-0.3.6,rust_functions,C,150
tibco_ems-sys-1.0.5,foreign_functions,C,123
rpi_ws281x-sys-0.1.5,foreign_functions,C,7
fastly-sys-0.9.0-pre1,foreign_functions,C,128
actions-toolkit-sys-0.3.1,rust_functions,C,4
graphannis-core-2.4.1,foreign_functions,C,1
graphannis-core-2.4.1,rust_functions,C,1
android_ffi-0.1.0,foreign_functions,C,193
moxie-web-0.1.0,rust_functions,C,1
mp4decrypt-0.2.1+1.6.0-639,foreign_functions,C,3
mp4decrypt-0.2.1+1.6.0-639,rust_functions,C,2
tdb_core-0.5.2,rust_functions,C,1
os_bootinfo-0.2.1,foreign_functions,C,2
quicksocket-1.0.0,rust_functions,C,8
error-code-2.3.1,foreign_functions,C,3
rustkit_bindgen-0.0.1,rust_functions,C,1
cldnn-sys-0.1.0,foreign_functions,C,57
open-cl-sys-0.1.0,foreign_functions,C,219
open-cl-sys-0.1.0,static_items,C,2
ethane-wasm-1.0.2,rust_functions,C,4
intertrait-0.2.2,static_items,C,2
tree-sitter-nwscript-8193.34.0-alpha.1,foreign_functions,C,1
rs_concaveman-1.0.4,foreign_functions,C,2
heatseeker-1.7.1,foreign_functions,C,1
rustpostal-0.3.0,foreign_functions,C,12
gddb-0.3.1,rust_functions,C,3
fil-blst-0.1.2,foreign_functions,C,152
fil-blst-0.1.2,static_items,C,4
psm-0.1.21,foreign_functions,sysv64,4
psm-0.1.21,rust_functions,sysv64,2
ockam-ffi-0.62.0,rust_functions,C,14
lua-rs-0.0.11,foreign_functions,C,2
lua-rs-0.0.11,rust_functions,C,4
lua-rs-0.0.11,static_items,C,1
rust_sodium_holochain_fork-sys-0.10.4,foreign_functions,C,581
rust_sodium_holochain_fork-sys-0.10.4,rust_functions,C,3
rust_sodium_holochain_fork-sys-0.10.4,static_items,C,2
tun-driver-0.1.0,foreign_functions,C,1
jbig2dec-0.3.1,rust_functions,C,1
libh3-sys-0.1.3,foreign_functions,C,54
libinchi-sys-0.1.0,foreign_functions,C,126
color_hash-0.1.0,rust_functions,C,1
libpgquery-sys-0.1.0,foreign_functions,C,19
signal-hook-registry-1.4.0,rust_functions,C,1
xdelta3-0.1.5,foreign_functions,C,18
iana-time-zone-haiku-0.1.1,foreign_functions,C,1
vmw_backdoor-0.2.3,foreign_functions,C,4
opensles-sys-0.0.6,foreign_functions,C,8
opensles-sys-0.0.6,static_items,C,53
pagurus_game_std-0.5.0,foreign_functions,C,10
pagurus_game_std-0.5.0,rust_functions,C,1
tree-sitter-elisp-1.2.0,foreign_functions,C,1
cardinal-token-manager-2.1.0,rust_functions,C,1
impl-vol-sys-0.0.6,foreign_functions,C,1
devnet-token-faucet-0.1.0,rust_functions,C,1
winput-0.2.5,rust_functions,system,1
gmt_mount-ctrl_sampling8000-damping002_ze60-0.1.0,foreign_functions,C,3
gmt_mount-ctrl_sampling8000-damping002_ze60-0.1.0,static_items,C,2
tlua-0.6.4,foreign_functions,C,73
tlua-0.6.4,rust_functions,C,20
hpl-reward-center-0.2.4,rust_functions,C,1
silica-0.0.1,foreign_functions,C,3
postgres-extension-0.1.1,foreign_functions,C,17
postgres-extension-0.1.1,static_items,C,6
coverall-0.12.0,rust_functions,C,29
arfur-rev-0.0.1,foreign_functions,C,179
arfur-rev-0.0.1,static_items,C,155
bibutils-sys-0.1.1,foreign_functions,C,709
bibutils-sys-0.1.1,static_items,C,1
hellorust20xx-0.1.0,foreign_functions,C,2
hdi-0.2.0-beta-rc.0,foreign_functions,C,12
mimir-0.3.5,foreign_functions,C,183
openldap-1.2.2,foreign_functions,C,18
openldap-1.2.2,static_items,C,1
fff-0.3.1,foreign_functions,C,1
lua51-sys-0.1.0,foreign_functions,C,114
rathe-storage-program-1.0.0,rust_functions,C,1
basic_dsp_interop-0.10.0,rust_functions,C,314
objc-0.2.7,foreign_functions,C,54
tick_clock-0.1.2,rust_functions,C,1
enigo-0.0.14,foreign_functions,C,11
rust_icu_sys-3.0.0,foreign_functions,C,596
libcgroup_rs-0.1.0,foreign_functions,C,55
freertos-sys2-0.2.0,foreign_functions,C,14
dahl-partition-0.5.3,rust_functions,C,1
usdpl-front-0.7.0,rust_functions,C,6
alcro-0.5.4,static_items,C,1
geos-8.1.0,rust_functions,C,4
ez_audio-0.1.6,foreign_functions,C,16
ez_audio-0.1.6,rust_functions,C,1
ez_audio-0.1.6,rust_functions,rust-call,3
breakout-wasm-0.2.2,rust_functions,C,20
win-win-0.1.1,rust_functions,system,1
acrylic-web-0.2.2,foreign_functions,C,9
acrylic-web-0.2.2,rust_functions,C,12
mathcat_c-0.1.0,rust_functions,C,14
vlfeat-sys-0.1.0,foreign_functions,C,835
vlfeat-sys-0.1.0,static_items,C,24
klein-sys-0.1.1,foreign_functions,C,22
wasmer-runtime-core-fl-0.17.1,foreign_functions,C,4
wasmer-runtime-core-fl-0.17.1,rust_functions,C,16
makepad-objc-sys-0.3.0,foreign_functions,C,55
openssl-sys-0.9.79,foreign_functions,C,958
knife-framework-0.1.6,rust_functions,C,6
cursed-0.0.1,rust_functions,C,9
oxygengine-script-web-0.12.5,rust_functions,C,17
erupt-bootstrap-0.3.0,rust_functions,system,1
pmdk-sys-0.9.4,foreign_functions,C,37
wcolor-0.1.5,rust_functions,system,2
libiw-0.1.0,rust_functions,C,3
nft_collection-0.1.1,rust_functions,C,1
mini-backtrace-0.1.3,foreign_functions,C,13
mini-backtrace-0.1.3,static_items,C,1
metal-sys-0.0.0,foreign_functions,C,2
metal-sys-0.0.0,rust_functions,C,6
metal-sys-0.0.0,static_items,C,2
cosmic-space-0.3.6,foreign_functions,C,2
wasm-utils-0.2.0,rust_functions,C,106
mercurial-amm-0.1.2,rust_functions,C,1
rcap-0.1.4,foreign_functions,C,290
rcap-0.1.4,static_items,C,8
redis-simd-json-1.2.0,rust_functions,C,10
yamlate-0.1.1,rust_functions,C,19
float_extras-0.1.6,foreign_functions,C,18
softfloat-rs-0.1.0,foreign_functions,C,230
tree-sitter-beancount-2.1.1,foreign_functions,C,1
planetr-0.2.0,foreign_functions,C,2
pyportus-0.6.0,rust_functions,C,20
itunes-rs-0.1.0,rust_functions,system,86
ni-daqmx-sys-20.7.1,foreign_functions,C,3352
rusb-async-0.0.1-alpha,rust_functions,system,1
spacetimedb-bindings-sys-0.3.1,foreign_functions,C,10
spacetimedb-bindings-sys-0.3.1,rust_functions,C,2
sodiumoxide_extras-0.1.0,foreign_functions,C,2
sodiumoxide_extras-0.1.0,rust_functions,C,3
lxc-sys2-1.0.0,foreign_functions,C,11
irondash_message_channel-0.1.0,rust_functions,C,25
mann_kendall-0.1.0,rust_functions,C,1
crate-redeem-in-kind-0.6.0,rust_functions,C,1
ciphercore-adapters-0.1.1,rust_functions,C,123
amsi-0.1.0,foreign_functions,system,7
neon-1.0.0-alpha.2,rust_functions,C,69
deno_ffi-0.69.0,rust_functions,C,2
crate-token-0.6.0,rust_functions,C,1
xen-sys-0.0.0-pre2,static_items,C,1
glium_text_nxt-0.15.0,rust_functions,C,3
valley-free-0.2.0,rust_functions,C,12
libc-nnsdk-0.2.0,foreign_functions,C,164
ord-liblmdb-sys-0.2.3,foreign_functions,C,50
fluidlite-0.2.1,rust_functions,C,7
clips-sys-0.4.0,foreign_functions,C,1806
clips-sys-0.4.0,static_items,C,7
jpeg2k-0.6.2,rust_functions,C,7
chibios-0.1.0,foreign_functions,C,8
libftdi1-sys-1.1.2,foreign_functions,C,70
vertex-lib-0.1.4,foreign_functions,C,5
n5-wasm-0.1.0,rust_functions,C,77
dart-sdk-sys-2.17.1,foreign_functions,C,297
distant-lua-0.15.1,rust_functions,C,1
nrfxlib-0.6.0,rust_functions,C,16
heapsize-0.4.2,foreign_functions,C,1
vk-mem-erupt-0.2.4,foreign_functions,C,52
systemstat-0.2.2,foreign_functions,C,2
aingle_wasmer_guest-0.0.1,foreign_functions,C,1
aingle_wasmer_guest-0.0.1,rust_functions,C,2
elliptic-sys-0.3.0,foreign_functions,C,4
v4l2-sys-1.1.0,foreign_functions,C,10
provwasm-std-1.1.1,rust_functions,C,1
ring-fork-dtool-0.16.13,foreign_functions,C,74
ring-fork-dtool-0.16.13,rust_functions,C,2
ring-fork-dtool-0.16.13,static_items,C,1
libretro-rs-0.1.3,foreign_functions,C,25
grin_secp256k1zkp-0.7.11,foreign_functions,C,63
grin_secp256k1zkp-0.7.11,static_items,C,2
mc-sgx-tcrypto-sys-0.4.0,foreign_functions,C,53
space-lib-0.1.1,foreign_functions,C,5
xdrfile-0.3.0,foreign_functions,C,37
xdrfile-0.3.0,static_items,C,1
btrfsutil-sys-1.2.1,foreign_functions,C,43
safe_drive-0.1.3,rust_functions,C,1
termios-sys-0.0.6,foreign_functions,C,12
pam-bindings-0.1.1,foreign_functions,C,5
pam-bindings-0.1.1,rust_functions,C,1
wordexp-0.1.0,foreign_functions,C,2
libaudioverse-sys-0.1.0,foreign_functions,C,148
libnss-wiregarden-0.1.0,rust_functions,C,7
spine-sys-0.1.1,foreign_functions,C,364
spine-sys-0.1.1,rust_functions,C,3
steamworks-0.9.0,rust_functions,C,2
android_sensor-sys-0.1.4,foreign_functions,C,21
ctr_etc1-0.1.0,foreign_functions,C,2
pqcrypto-ntru-wasi-0.5.11,foreign_functions,C,30
pktseed-0.1.1,rust_functions,C,4
csml_interpreter-1.11.2,rust_functions,C,8
kvm-sys-0.3.0,foreign_functions,C,13
jansson-sys-0.1.0,foreign_functions,C,67
daphne_worker-0.2.0,rust_functions,C,17
specinfra-0.3.0,rust_functions,C,9
parenchyma-0.0.33,foreign_functions,C,73
wasmblock-0.0.15,foreign_functions,C,19
time-preview-0.0.0,foreign_functions,C,1
eframework-0.1.0,rust_functions,C,2
libpg_query-sys-0.2.1,foreign_functions,C,19
mangling-0.2.3,rust_functions,C,2
pyo3-twisted-web-0.1.0,rust_functions,C,3
wasmcloud-logging-0.9.4,rust_functions,C,1
libesedb-sys-0.1.2,foreign_functions,C,519
libesedb-sys-0.1.2,static_items,C,1
mvsdk-0.1.1,foreign_functions,C,253
mvsdk-0.1.1,rust_functions,C,2
rustcap-0.1.2,rust_functions,C,1
libheif-rs-0.15.1,rust_functions,C,5
zerotwo-0.9.3,rust_functions,C,11
quarry-mine-5.2.0,rust_functions,C,1
ruby-mri-0.0.1,foreign_functions,C,29
jpegxr-0.2.6,foreign_functions,C,66
jpegxr-0.2.6,rust_functions,C,5
jpegxr-0.2.6,static_items,C,88
psp-0.3.2,foreign_functions,C,6
psp-0.3.2,foreign_functions,C-unwind,1
psp-0.3.2,rust_functions,C,207
bootloader-x86_64-bios-boot-sector-0.11.0,rust_functions,C,3
bootloader-x86_64-bios-boot-sector-0.11.0,static_items,C,2
ecal-0.1.0,foreign_functions,C,114
ecal-0.1.0,rust_functions,C,2
jni-sys-new-0.4.0,foreign_functions,system,3
mips-mcu-0.2.0,foreign_functions,C,8
picohttpparser-sys-1.0.0,foreign_functions,C,5
xkbcommon-0.5.0,foreign_functions,C,84
xkbcommon-0.5.0,rust_functions,C,1
llvm-sys-150.0.3,foreign_functions,C,1360
fsevent-stream-0.2.3,foreign_functions,C,10
fsevent-stream-0.2.3,rust_functions,C,7
osmo-bindings-tokenfactory-0.6.0-p0mvn-v1,rust_functions,C,1
radiate-1.1.59,rust_functions,C,3
tree-sitter-swift-0.3.4,foreign_functions,C,1
ispc-downsampler-0.1.0,foreign_functions,C,5
ispc-downsampler-0.1.0,static_items,C,1
witas-0.5.0,rust_functions,system,1
exocore-apps-sdk-0.1.24,rust_functions,C,6
raml-0.1.0,foreign_functions,C,24
raml-0.1.0,static_items,C,2
uugear_ffi-0.0.2,foreign_functions,C,51
ogg_vorbis_ref-0.0.3,foreign_functions,C,3
freeswitchrs-0.1.1,foreign_functions,C,1612
freeswitchrs-0.1.1,static_items,C,5
lalrpop-lambda-0.6.1,rust_functions,rust-call,1
solana-bpf-helloworld-0.0.1,rust_functions,C,1
p5-sys-0.1.1,rust_functions,rust-call,2601
vmm-sys-util-0.11.0,foreign_functions,C,2
windows-0.43.0,foreign_functions,system,22
windows-0.43.0,foreign_functions,C,3
windows-0.43.0,rust_functions,system,8
chd-capi-0.1.5,rust_functions,C,9
cortex-m-rt-0.7.2,foreign_functions,C,11
cortex-m-rt-0.7.2,rust_functions,C,3
cortex-m-rt-0.7.2,static_items,C,1
lv2-core-3.0.0,rust_functions,C,7
sapp-kms-0.1.1,foreign_functions,C,826
sapp-kms-0.1.1,rust_functions,C,26
sapp-kms-0.1.1,static_items,C,1
sleigh-sys-0.1.0,foreign_functions,C,75
sleigh-sys-0.1.0,rust_functions,C,10
pyro_lua-0.1.0,foreign_functions,C,81
pqcrypto-qtesla-0.1.1,foreign_functions,C,10
rust-lzo-0.6.2,foreign_functions,C,2
difftastic-0.39.0,foreign_functions,C,47
wasmer-vm-near-2.4.0,foreign_functions,C,3
wasmer-vm-near-2.4.0,rust_functions,C,36
metainfo-0.6.3,rust_functions,C,1
curl-0.4.44,rust_functions,C,11
edgedb-sdk-0.1.0,foreign_functions,C,16
edgedb-sdk-0.1.0,rust_functions,C,2
ia-0.1.2,foreign_functions,C,17
ia-0.1.2,rust_functions,C,19
libusb1-sys-0.6.4,foreign_functions,C,1
libusb1-sys-0.6.4,foreign_functions,system,85
puzuzu-0.1.1,rust_functions,C,13
mimalloc-rust-sys-1.7.6-source,foreign_functions,C,84
virt-0.2.11,foreign_functions,C,273
virt-0.2.11,rust_functions,C,1
cyber-std-0.2.2,rust_functions,C,1
sys_util-0.1.0,foreign_functions,C,2
pytrace-0.3.3,rust_functions,C,157
mixr-0.3.5,rust_functions,C,16
wookong-solo-0.1.4,foreign_functions,C,5
mpl-bubblegum-0.6.0,rust_functions,C,1
cl3-0.9.1,foreign_functions,system,2
blackscholes_wasm-0.10.7,rust_functions,C,16
wuffs-sys-0.1.0,foreign_functions,C,171
wuffs-sys-0.1.0,static_items,C,88
rust_asio-0.6.0,foreign_functions,C,3
rust_asio-0.6.0,rust_functions,C,2
frounding-0.0.4,foreign_functions,C,12
minilz4-0.5.0,foreign_functions,C,12
clf-0.1.4,foreign_functions,C,1
rust-corosync-0.2.3,foreign_functions,C,772
rust-corosync-0.2.3,rust_functions,C,10
babalgame-0.5.1,rust_functions,C,67
slauth-0.5.0,rust_functions,C,30
flic-0.1.6,rust_functions,C,40
solana-voting-0.1.0,rust_functions,C,1
yoga-sys-0.2.3,foreign_functions,C,154
wasmedge_storage_interface-0.2.0,foreign_functions,C,7
solana-exchange-program-1.8.16,rust_functions,C,1
rax-0.1.5,foreign_functions,C,19
rax-0.1.5,rust_functions,C,1
rax-0.1.5,static_items,C,4
bugsalot-0.2.2,foreign_functions,C,1
krb5-sys-0.3.0,foreign_functions,C,346
libdeflate-sys-0.11.0,foreign_functions,C,16
sctp-sys-0.0.7,foreign_functions,system,12
neocogi-0.2.0,foreign_functions,system,246
tree-sitter-openscad-0.4.2,foreign_functions,C,1
libcwiid-sys-0.1.18,foreign_functions,C,241
libcwiid-sys-0.1.18,static_items,C,13
tree-sitter-c-0.20.2,foreign_functions,C,1
chacha20stream-2.2.1,foreign_functions,C,1
chacha20stream-2.2.1,rust_functions,C,13
wasmcloud-s3-0.10.1,rust_functions,C,1
spirv-reflect-0.2.3,foreign_functions,C,40
x11nas-2.19.1,foreign_functions,C,1626
x11nas-2.19.1,static_items,C,23
ggca-0.4.1,rust_functions,C,21
blis-sys-0.3.0,foreign_functions,C,3473
blis-sys-0.3.0,static_items,C,15
json-digest-wasm-0.0.16,rust_functions,C,4
ssvm_process_interface-0.1.4,foreign_functions,C,11
ndless-freetype-0.1.3,rust_functions,C,3
glean-ffi-44.2.0,rust_functions,C,138
egli-0.5.0,foreign_functions,C,34
rand-0.8.5,rust_functions,C,1
hapi-core-0.1.2,rust_functions,C,1
fmi-0.2.1,foreign_functions,C,1
fmi-0.2.1,rust_functions,C,1
no-panics-whatsoever-0.1.0,foreign_functions,C,1
network-framework-sys-0.1.0,foreign_functions,C,153
network-framework-sys-0.1.0,static_items,C,3
voikko-rs-1.1.0,foreign_functions,C,35
proc_monitor-0.1.2,foreign_functions,C,2
libdw-sys-0.1.0,foreign_functions,C,219
wasm-opt-cxx-sys-0.110.2,foreign_functions,C,87
yang2-0.4.0,rust_functions,C,1
ckb-librocksdb-sys-7.7.3,foreign_functions,C,789
syrette-0.4.2,static_items,C,2
objc-macros-0.1.0,rust_functions,C,4
ofx_sys-0.2.0,foreign_functions,C,2
libyuv-0.1.1,foreign_functions,C,396
polyhorn-android-sys-0.4.0,foreign_functions,C,1
polyhorn-android-sys-0.4.0,rust_functions,C,2
steam-audio-sys-0.3.0,foreign_functions,C,160
chrono-wasi07-0.4.10,foreign_functions,C,1
xtensa-lx106-rt-0.1.2,foreign_functions,Rust,2
xtensa-lx106-rt-0.1.2,foreign_functions,C,9
xtensa-lx106-rt-0.1.2,rust_functions,C,19
xtensa-lx106-rt-0.1.2,static_items,C,6
kdb-0.3.0,foreign_functions,C,51
fin-calc-0.1.0,rust_functions,C,4
impersonate-0.0.3,foreign_functions,C,1
kpal-gpio-cdev-0.2.2,rust_functions,C,2
liquid-chain-0.1.0,foreign_functions,C,5
umash-sys-0.2.0,foreign_functions,C,9
sierra-0.4.1,rust_functions,system,1
wasmesh-0.1.0,foreign_functions,C,4
ms_speech_sys-0.2.1,foreign_functions,C,490
ms_speech_sys-0.2.1,static_items,C,1
corosensei-0.1.3,foreign_functions,C,3
corosensei-0.1.3,rust_functions,sysv64,3
signal-stack-0.1.0,rust_functions,C,1
rusty_v8-0.32.1,foreign_functions,C,501
rusty_v8-0.32.1,rust_functions,C,29
clockwork-network-program-1.4.0,rust_functions,C,1
secp256k1-0.25.0,rust_functions,C,1
mc-sgx-tservice-sys-0.4.0,foreign_functions,C,25
rune-wasm-0.12.0,rust_functions,C,1
rctl-0.2.0,foreign_functions,C,5
crypto_pimitives-0.1.1,foreign_functions,C,7
durite-0.3.0,foreign_functions,C,1
mdbook-pikchr-0.1.5,foreign_functions,C,1
tinyshader-sys-0.1.0,foreign_functions,C,10
btreec-0.3.0,foreign_functions,C,25
btreec-0.3.0,rust_functions,C,2
slang-sys-0.1.2,foreign_functions,C,126
resolve-0.2.0,foreign_functions,system,1
pkgcraft-c-0.0.1,rust_functions,C,113
faiss-sys-0.6.0,foreign_functions,C,263
macos-accessibility-client-0.0.1,foreign_functions,C,2
macos-accessibility-client-0.0.1,static_items,C,1
unity-native-plugin-sys-0.5.0,foreign_functions,system,445
unity-native-plugin-sys-0.5.0,static_items,system,1
librgbmatrix-sys-0.4.0,foreign_functions,C,115
librgbmatrix-sys-0.4.0,static_items,C,3
lz4-sys-1.9.4,foreign_functions,C,26
voroxx-0.1.1,foreign_functions,C,28
voroxx-0.1.1,rust_functions,C,1
voroxx-0.1.1,static_items,C,1
rs-libc-0.2.3,rust_functions,C,4
cuda-sys-0.2.0,foreign_functions,C,616
system76_ecflash-0.1.3,foreign_functions,C,1
kg-js-0.8.0,foreign_functions,C,75
kg-js-0.8.0,rust_functions,C,6
apriltag-sys-0.2.0,foreign_functions,C,98
khash-2.0.4,rust_functions,C,9
ouo-0.1.0,rust_functions,C,2
td_rlua-0.2.4,rust_functions,C,6
gonk-core-0.0.9,rust_functions,C,3
helixlauncher-core-0.1.0,rust_functions,C,1
async-ffi-0.4.0,rust_functions,C,9
rart-rs-0.0.8,foreign_functions,C,14
rart-rs-0.0.8,rust_functions,C,1
atms-0.1.0,rust_functions,C,27
pasta-msm-0.1.3,foreign_functions,C,2
mugle_secp256k1zkp-0.7.12,foreign_functions,C,63
mugle_secp256k1zkp-0.7.12,static_items,C,2
http-muncher-0.3.2,foreign_functions,C,11
http-muncher-0.3.2,rust_functions,C,10
mex-sys-0.1.0,foreign_functions,C,726
mex-sys-0.1.0,static_items,C,1
core-foundation-sys-0.8.3,foreign_functions,C,237
core-foundation-sys-0.8.3,static_items,C,51
rftrace-frontend-ffi-0.1.0,rust_functions,C,5
emacs_module_bindings-0.7.0,foreign_functions,C,1
emacs_module_bindings-0.7.0,rust_functions,C,10
tree-sitter-turbowave-1.7.1,foreign_functions,C,1
bowtie-0.2.2,rust_functions,system,1
zui-core-0.0.3,foreign_functions,C,4
sunny-anchor-0.3.1,rust_functions,C,1
liburing-0.0.2,foreign_functions,C,21
commandspec-0.12.2,foreign_functions,C,1
commandspec-0.12.2,rust_functions,C,1
ttk4145_elevator_server-0.1.3,foreign_functions,C,5
performant_encryption-0.1.1,rust_functions,C,5
makepad-x11-sys-0.1.0,foreign_functions,C,662
makepad-x11-sys-0.1.0,static_items,C,6
accesskit_windows-0.10.2,rust_functions,system,1
iop-sdk-wasm-0.0.16,rust_functions,C,88
volcasample-sys-0.1.0,foreign_functions,C,12
tid-rs-0.1.1,foreign_functions,C,5
tid-rs-0.1.1,rust_functions,C,1
merkle-distributor-0.3.5,rust_functions,C,1
psy_american-0.2.6,rust_functions,C,1
rust-gomoku-0.0.2,rust_functions,C,8
wascc-telnet-0.1.0,rust_functions,C,1
openmpt-0.3.1,rust_functions,C,6
wasmcloud-telnet-0.1.3,rust_functions,C,1
implot-sys-0.6.0,foreign_functions,C,330
intercept-0.1.0,rust_functions,C,2
ws281x-0.1.0,foreign_functions,C,6
fts-0.3.0,foreign_functions,C,5
fts-0.3.0,rust_functions,C,10
detour2-0.9.0,rust_functions,C,1
vorbis-encoder-0.1.4,foreign_functions,C,6
mongors-0.3.0-alpha.1,foreign_functions,C,1319
mongors-0.3.0-alpha.1,static_items,C,21
qni-core-rs-0.3.2,rust_functions,C,18
groove-0.0.1,foreign_functions,C,37
directory-tree-0.0.1,rust_functions,C,1
firestarter-0.3.2,rust_functions,C,2
sandbox-ipc-0.4.0,foreign_functions,C,1
mappum-rocksdb-0.14.0-alpha.1,rust_functions,C,16
core-graphics-types-0.1.1,foreign_functions,C,8
we3d-0.1.1,rust_functions,C,5
sdl2_image-0.25.0,foreign_functions,C,41
sigmap-0.1.0,foreign_functions,C,1
solana-noop-program-1.7.15,rust_functions,C,1
agora-rtm-0.1.3,foreign_functions,C,3
keystone-0.9.0,foreign_functions,C,9
quarry-registry-5.2.0,rust_functions,C,1
simple-signal-1.1.1,rust_functions,C,1
electrs-rocksdb-0.15.0-e3,rust_functions,C,20
new-home-core-0.1.3,rust_functions,rust-call,3
jsonnet-0.1.0,foreign_functions,C,5
wascc-s3-0.7.1,rust_functions,C,1
retro-rs-0.3.2,rust_functions,C,6
login_cap-sys-0.1.0,foreign_functions,C,11
libmapvxl-rs-0.1.0,foreign_functions,C,8
lonlat_bng-0.3.8,rust_functions,C,10
mechtron-0.3.6,foreign_functions,C,4
mechtron-0.3.6,rust_functions,C,9
tree-sitter-toml-0.20.0,foreign_functions,C,1
divert-0.4.0,foreign_functions,C,27
librados-sys-0.1.0,foreign_functions,C,167
llama-0.14.2,foreign_functions,C,1
librsb-sys-0.1.1,foreign_functions,C,283
rustier-0.1.0,foreign_functions,C,4
rustier-0.1.0,rust_functions,C,6
file-descriptors-0.9.1,foreign_functions,C,51
rustacuda-0.1.3,rust_functions,C,1
rust-libretro-0.1.5,foreign_functions,Rust,1
rust-libretro-0.1.5,rust_functions,C,50
voter-stake-registry-0.2.4,rust_functions,C,1
owfs-0.0.8,foreign_functions,C,4
ovo-0.1.0,rust_functions,C,2
assemblylift-iomod-lambda-guest-0.1.1,foreign_functions,C,1
medea-jason-0.2.0,rust_functions,C,77
bitwuzla-sys-0.2.0,foreign_functions,C,140
grr-0.8.0,rust_functions,system,1
objc2-foundation-0.2.0-alpha.6,foreign_functions,C,2
objc2-foundation-0.2.0-alpha.6,rust_functions,C,1
zinzen-0.1.0,foreign_functions,C,2
zinzen-0.1.0,rust_functions,C,1
netsnmp-sys-nocrypto-0.1.3,foreign_functions,C,1113
netsnmp-sys-nocrypto-0.1.3,static_items,C,45
thindx-0.0.0-2022-09-30,rust_functions,system,2
moore-hilbert-sys-0.1.0,foreign_functions,C,10
madsim-rdkafka-0.2.8-alpha,rust_functions,C,9
libxml-0.3.1,foreign_functions,C,1945
libxml-0.3.1,rust_functions,C,2
libxml-0.3.1,static_items,C,58
yew-stdweb-0.18.0,foreign_functions,C,50
ducc-0.1.5,rust_functions,C,6
druid-win-shell-0.1.1,foreign_functions,system,1
