crate_name,err_id,category,ignored,file,start_line,start_col,end_line,end_col
ffmpeg-wasi,0,foreign_functions,true,"src/avcodec.rs",1593,25,1593,29
ffmpeg-wasi,0,foreign_functions,true,"src/avcodec.rs",1593,34,1593,38
ffmpeg-wasi,0,foreign_functions,true,"src/avcodec.rs",1602,24,1602,28
ffmpeg-wasi,0,foreign_functions,true,"src/avcodec.rs",1602,33,1602,37
ffmpeg-wasi,0,foreign_functions,true,"src/avcodec.rs",1611,24,1611,28
ffmpeg-wasi,0,foreign_functions,true,"src/avcodec.rs",1611,33,1611,37
ffmpeg-wasi,0,foreign_functions,true,"src/avcodec.rs",1620,25,1620,29
ffmpeg-wasi,0,foreign_functions,true,"src/avcodec.rs",1629,26,1629,30
ffmpeg-wasi,0,foreign_functions,true,"src/avcodec.rs",1638,24,1638,28
ffmpeg-wasi,0,foreign_functions,true,"src/avcodec.rs",1638,36,1638,45
ffmpeg-wasi,0,foreign_functions,true,"src/avcodec.rs",1638,50,1638,54
ffmpeg-wasi,0,foreign_functions,true,"src/avcodec.rs",1647,57,1647,61
ffmpeg-wasi,0,foreign_functions,true,"src/avcodec.rs",1656,29,1656,33
ffmpeg-wasi,0,foreign_functions,true,"src/avcodec.rs",1656,38,1656,42
ffmpeg-wasi,0,foreign_functions,true,"src/avcodec.rs",1665,29,1665,33
ffmpeg-wasi,0,foreign_functions,true,"src/avcodec.rs",1665,41,1665,45
ffmpeg-wasi,0,foreign_functions,true,"src/avcodec.rs",1665,50,1665,54
ffmpeg-wasi,0,foreign_functions,true,"src/avcodec.rs",1668,40,1668,44
ffmpeg-wasi,0,foreign_functions,true,"src/avcodec.rs",1671,41,1671,45
ffmpeg-wasi,0,foreign_functions,true,"src/avcodec.rs",1674,30,1674,34
ffmpeg-wasi,0,foreign_functions,true,"src/avcodec.rs",1674,42,1674,46
ffmpeg-wasi,0,foreign_functions,true,"src/avcodec.rs",1674,51,1674,55
ffmpeg-wasi,0,foreign_functions,true,"src/avcodec.rs",1683,23,1683,27
ffmpeg-wasi,0,foreign_functions,true,"src/avcodec.rs",1683,35,1683,39
ffmpeg-wasi,0,foreign_functions,true,"src/avcodec.rs",1683,44,1683,48
ffmpeg-wasi,0,foreign_functions,true,"src/avcodec.rs",1692,29,1692,33
ffmpeg-wasi,0,foreign_functions,true,"src/avcodec.rs",1692,41,1692,45
ffmpeg-wasi,0,foreign_functions,true,"src/avcodec.rs",1692,50,1692,54
ffmpeg-wasi,0,foreign_functions,true,"src/avcodec.rs",1701,26,1701,30
ffmpeg-wasi,0,foreign_functions,true,"src/avcodec.rs",1701,38,1701,42
ffmpeg-wasi,0,foreign_functions,true,"src/avcodec.rs",1701,81,1701,85
ffmpeg-wasi,0,foreign_functions,true,"src/avcodec.rs",1710,24,1710,28
ffmpeg-wasi,0,foreign_functions,true,"src/avcodec.rs",1710,33,1710,37
ffmpeg-wasi,0,foreign_functions,true,"src/avcodec.rs",1719,25,1719,29
ffmpeg-wasi,0,foreign_functions,true,"src/avcodec.rs",1719,34,1719,38
ffmpeg-wasi,0,foreign_functions,true,"src/avcodec.rs",1728,27,1728,31
ffmpeg-wasi,0,foreign_functions,true,"src/avcodec.rs",1728,66,1728,70
ffmpeg-wasi,0,foreign_functions,true,"src/avcodec.rs",1737,26,1737,30
ffmpeg-wasi,0,foreign_functions,true,"src/avcodec.rs",1737,64,1737,68
ffmpeg-wasi,0,foreign_functions,true,"src/avcodec.rs",1746,23,1746,27
ffmpeg-wasi,0,foreign_functions,true,"src/avcodec.rs",1746,32,1746,36
ffmpeg-wasi,0,foreign_functions,true,"src/avcodec.rs",1755,24,1755,28
ffmpeg-wasi,0,foreign_functions,true,"src/avcodec.rs",1755,33,1755,37
ffmpeg-wasi,0,foreign_functions,true,"src/avcodec.rs",1764,24,1764,28
ffmpeg-wasi,0,foreign_functions,true,"src/avcodec.rs",1764,33,1764,37
ffmpeg-wasi,0,foreign_functions,true,"src/avcodec.rs",1773,23,1773,27
ffmpeg-wasi,0,foreign_functions,true,"src/avcodec.rs",1773,32,1773,36
ffmpeg-wasi,0,foreign_functions,true,"src/avcodec.rs",1782,24,1782,28
ffmpeg-wasi,0,foreign_functions,true,"src/avcodec.rs",1782,33,1782,37
ffmpeg-wasi,0,foreign_functions,true,"src/avcodec.rs",1791,26,1791,30
ffmpeg-wasi,0,foreign_functions,true,"src/avcodec.rs",1791,35,1791,39
ffmpeg-wasi,0,foreign_functions,true,"src/avcodec.rs",1800,25,1800,29
ffmpeg-wasi,0,foreign_functions,true,"src/avcodec.rs",1800,34,1800,38
ffmpeg-wasi,0,foreign_functions,true,"src/avcodec.rs",2342,10,2342,14
ffmpeg-wasi,0,foreign_functions,true,"src/avfilter.rs",913,24,913,28
ffmpeg-wasi,0,foreign_functions,true,"src/avfilter.rs",913,33,913,37
ffmpeg-wasi,0,foreign_functions,true,"src/avfilter.rs",922,25,922,29
ffmpeg-wasi,0,foreign_functions,true,"src/avfilter.rs",922,34,922,38
ffmpeg-wasi,0,foreign_functions,true,"src/avfilter.rs",931,24,931,28
ffmpeg-wasi,0,foreign_functions,true,"src/avfilter.rs",931,33,931,37
ffmpeg-wasi,0,foreign_functions,true,"src/avfilter.rs",940,25,940,29
ffmpeg-wasi,0,foreign_functions,true,"src/avfilter.rs",940,34,940,38
ffmpeg-wasi,0,foreign_functions,true,"src/avfilter.rs",949,24,949,28
ffmpeg-wasi,0,foreign_functions,true,"src/avfilter.rs",949,33,949,37
ffmpeg-wasi,0,foreign_functions,true,"src/avfilter.rs",958,25,958,29
ffmpeg-wasi,0,foreign_functions,true,"src/avfilter.rs",958,37,958,41
ffmpeg-wasi,0,foreign_functions,true,"src/avfilter.rs",958,46,958,50
ffmpeg-wasi,0,foreign_functions,true,"src/avfilter.rs",967,25,967,29
ffmpeg-wasi,0,foreign_functions,true,"src/avfilter.rs",967,34,967,38
ffmpeg-wasi,0,foreign_functions,true,"src/avfilter.rs",976,24,976,28
ffmpeg-wasi,0,foreign_functions,true,"src/avfilter.rs",976,33,976,37
ffmpeg-wasi,0,foreign_functions,true,"src/avfilter.rs",985,24,985,28
ffmpeg-wasi,0,foreign_functions,true,"src/avfilter.rs",985,33,985,37
ffmpeg-wasi,0,foreign_functions,true,"src/avfilter.rs",994,28,994,32
ffmpeg-wasi,0,foreign_functions,true,"src/avfilter.rs",994,40,994,44
ffmpeg-wasi,0,foreign_functions,true,"src/avfilter.rs",994,49,994,53
ffmpeg-wasi,0,foreign_functions,true,"src/avfilter.rs",1003,23,1003,27
ffmpeg-wasi,0,foreign_functions,true,"src/avfilter.rs",1003,32,1003,36
ffmpeg-wasi,0,foreign_functions,true,"src/avfilter.rs",1012,24,1012,28
ffmpeg-wasi,0,foreign_functions,true,"src/avfilter.rs",1012,33,1012,37
ffmpeg-wasi,0,foreign_functions,true,"src/avfilter.rs",1021,23,1021,27
ffmpeg-wasi,0,foreign_functions,true,"src/avfilter.rs",1021,32,1021,36
ffmpeg-wasi,0,foreign_functions,true,"src/avfilter.rs",1030,24,1030,28
ffmpeg-wasi,0,foreign_functions,true,"src/avfilter.rs",1030,33,1030,37
ffmpeg-wasi,0,foreign_functions,true,"src/avfilter.rs",1039,23,1039,27
ffmpeg-wasi,0,foreign_functions,true,"src/avfilter.rs",1039,32,1039,36
ffmpeg-wasi,0,foreign_functions,true,"src/avfilter.rs",1048,24,1048,28
ffmpeg-wasi,0,foreign_functions,true,"src/avfilter.rs",1048,33,1048,37
ffmpeg-wasi,0,foreign_functions,true,"src/avfilter.rs",1057,25,1057,29
ffmpeg-wasi,0,foreign_functions,true,"src/avfilter.rs",1057,34,1057,38
ffmpeg-wasi,0,foreign_functions,true,"src/avfilter.rs",1066,24,1066,28
ffmpeg-wasi,0,foreign_functions,true,"src/avfilter.rs",1066,33,1066,37
ffmpeg-wasi,0,foreign_functions,true,"src/avfilter.rs",1075,24,1075,28
ffmpeg-wasi,0,foreign_functions,true,"src/avfilter.rs",1075,36,1075,40
ffmpeg-wasi,0,foreign_functions,true,"src/avfilter.rs",1075,45,1075,49
ffmpeg-wasi,0,foreign_functions,true,"src/avfilter.rs",1084,25,1084,29
ffmpeg-wasi,0,foreign_functions,true,"src/avfilter.rs",1084,34,1084,38
ffmpeg-wasi,0,foreign_functions,true,"src/avfilter.rs",1093,23,1093,27
ffmpeg-wasi,0,foreign_functions,true,"src/avfilter.rs",1093,35,1093,39
ffmpeg-wasi,0,foreign_functions,true,"src/avfilter.rs",1093,47,1093,51
ffmpeg-wasi,0,foreign_functions,true,"src/avfilter.rs",1093,56,1093,60
ffmpeg-wasi,0,foreign_functions,true,"src/avfilter.rs",1102,24,1102,28
ffmpeg-wasi,0,foreign_functions,true,"src/avfilter.rs",1102,36,1102,40
ffmpeg-wasi,0,foreign_functions,true,"src/avfilter.rs",1102,45,1102,49
ffmpeg-wasi,0,foreign_functions,true,"src/avfilter.rs",1111,24,1111,28
ffmpeg-wasi,0,foreign_functions,true,"src/avfilter.rs",1111,36,1111,40
ffmpeg-wasi,0,foreign_functions,true,"src/avfilter.rs",1111,45,1111,49
ffmpeg-wasi,0,foreign_functions,true,"src/avfilter.rs",1120,24,1120,28
ffmpeg-wasi,0,foreign_functions,true,"src/avfilter.rs",1120,36,1120,40
ffmpeg-wasi,0,foreign_functions,true,"src/avfilter.rs",1120,45,1120,49
ffmpeg-wasi,0,foreign_functions,true,"src/avfilter.rs",1129,25,1129,29
ffmpeg-wasi,0,foreign_functions,true,"src/avfilter.rs",1129,68,1129,72
ffmpeg-wasi,0,foreign_functions,true,"src/avfilter.rs",1138,25,1138,29
ffmpeg-wasi,0,foreign_functions,true,"src/avfilter.rs",1138,37,1138,41
ffmpeg-wasi,0,foreign_functions,true,"src/avfilter.rs",1138,46,1138,50
ffmpeg-wasi,0,foreign_functions,true,"src/avfilter.rs",1147,25,1147,29
ffmpeg-wasi,0,foreign_functions,true,"src/avfilter.rs",1156,25,1156,29
ffmpeg-wasi,0,foreign_functions,true,"src/avfilter.rs",1156,63,1156,67
ffmpeg-wasi,0,foreign_functions,true,"src/avfilter.rs",1165,26,1165,30
ffmpeg-wasi,0,foreign_functions,true,"src/avfilter.rs",1165,35,1165,39
ffmpeg-wasi,0,foreign_functions,true,"src/avfilter.rs",1174,26,1174,30
ffmpeg-wasi,0,foreign_functions,true,"src/avfilter.rs",1183,27,1183,31
ffmpeg-wasi,0,foreign_functions,true,"src/avfilter.rs",1192,23,1192,27
ffmpeg-wasi,0,foreign_functions,true,"src/avfilter.rs",1192,32,1192,36
ffmpeg-wasi,0,foreign_functions,true,"src/avfilter.rs",1201,25,1201,29
ffmpeg-wasi,0,foreign_functions,true,"src/avfilter.rs",1201,34,1201,38
ffmpeg-wasi,0,foreign_functions,true,"src/avfilter.rs",1210,25,1210,29
ffmpeg-wasi,0,foreign_functions,true,"src/avfilter.rs",1210,34,1210,38
ffmpeg-wasi,0,foreign_functions,true,"src/avfilter.rs",1219,24,1219,28
ffmpeg-wasi,0,foreign_functions,true,"src/avfilter.rs",1219,33,1219,37
ffmpeg-wasi,0,foreign_functions,true,"src/avfilter.rs",1228,24,1228,28
ffmpeg-wasi,0,foreign_functions,true,"src/avfilter.rs",1228,33,1228,37
ffmpeg-wasi,0,foreign_functions,true,"src/avfilter.rs",1237,25,1237,29
ffmpeg-wasi,0,foreign_functions,true,"src/avfilter.rs",1246,26,1246,30
ffmpeg-wasi,0,foreign_functions,true,"src/avfilter.rs",1255,24,1255,28
ffmpeg-wasi,0,foreign_functions,true,"src/avfilter.rs",1255,36,1255,45
ffmpeg-wasi,0,foreign_functions,true,"src/avfilter.rs",1255,50,1255,54
ffmpeg-wasi,0,foreign_functions,true,"src/avfilter.rs",1264,57,1264,61
ffmpeg-wasi,0,foreign_functions,true,"src/avfilter.rs",1273,29,1273,33
ffmpeg-wasi,0,foreign_functions,true,"src/avfilter.rs",1273,38,1273,42
ffmpeg-wasi,0,foreign_functions,true,"src/avfilter.rs",1282,29,1282,33
ffmpeg-wasi,0,foreign_functions,true,"src/avfilter.rs",1282,41,1282,45
ffmpeg-wasi,0,foreign_functions,true,"src/avfilter.rs",1282,50,1282,54
ffmpeg-wasi,0,foreign_functions,true,"src/avfilter.rs",1285,40,1285,44
ffmpeg-wasi,0,foreign_functions,true,"src/avfilter.rs",1288,41,1288,45
ffmpeg-wasi,0,foreign_functions,true,"src/avfilter.rs",1291,30,1291,34
ffmpeg-wasi,0,foreign_functions,true,"src/avfilter.rs",1291,42,1291,46
ffmpeg-wasi,0,foreign_functions,true,"src/avfilter.rs",1291,51,1291,55
ffmpeg-wasi,0,foreign_functions,true,"src/avfilter.rs",1300,23,1300,27
ffmpeg-wasi,0,foreign_functions,true,"src/avfilter.rs",1300,35,1300,39
ffmpeg-wasi,0,foreign_functions,true,"src/avfilter.rs",1300,44,1300,48
ffmpeg-wasi,0,foreign_functions,true,"src/avfilter.rs",1309,29,1309,33
ffmpeg-wasi,0,foreign_functions,true,"src/avfilter.rs",1309,41,1309,45
ffmpeg-wasi,0,foreign_functions,true,"src/avfilter.rs",1309,50,1309,54
ffmpeg-wasi,0,foreign_functions,true,"src/avfilter.rs",1318,26,1318,30
ffmpeg-wasi,0,foreign_functions,true,"src/avfilter.rs",1318,38,1318,42
ffmpeg-wasi,0,foreign_functions,true,"src/avfilter.rs",1318,81,1318,85
ffmpeg-wasi,0,foreign_functions,true,"src/avfilter.rs",1327,24,1327,28
ffmpeg-wasi,0,foreign_functions,true,"src/avfilter.rs",1327,33,1327,37
ffmpeg-wasi,0,foreign_functions,true,"src/avfilter.rs",1336,25,1336,29
ffmpeg-wasi,0,foreign_functions,true,"src/avfilter.rs",1336,34,1336,38
ffmpeg-wasi,0,foreign_functions,true,"src/avfilter.rs",1345,27,1345,31
ffmpeg-wasi,0,foreign_functions,true,"src/avfilter.rs",1345,66,1345,70
ffmpeg-wasi,0,foreign_functions,true,"src/avfilter.rs",1354,26,1354,30
ffmpeg-wasi,0,foreign_functions,true,"src/avfilter.rs",1354,64,1354,68
ffmpeg-wasi,0,foreign_functions,true,"src/avfilter.rs",1363,23,1363,27
ffmpeg-wasi,0,foreign_functions,true,"src/avfilter.rs",1363,32,1363,36
ffmpeg-wasi,0,foreign_functions,true,"src/avfilter.rs",1372,24,1372,28
ffmpeg-wasi,0,foreign_functions,true,"src/avfilter.rs",1372,33,1372,37
ffmpeg-wasi,0,foreign_functions,true,"src/avfilter.rs",1381,24,1381,28
ffmpeg-wasi,0,foreign_functions,true,"src/avfilter.rs",1381,33,1381,37
ffmpeg-wasi,0,foreign_functions,true,"src/avfilter.rs",1390,23,1390,27
ffmpeg-wasi,0,foreign_functions,true,"src/avfilter.rs",1390,32,1390,36
ffmpeg-wasi,0,foreign_functions,true,"src/avfilter.rs",1399,24,1399,28
ffmpeg-wasi,0,foreign_functions,true,"src/avfilter.rs",1399,33,1399,37
ffmpeg-wasi,0,foreign_functions,true,"src/avfilter.rs",1408,26,1408,30
ffmpeg-wasi,0,foreign_functions,true,"src/avfilter.rs",1408,35,1408,39
ffmpeg-wasi,0,foreign_functions,true,"src/avfilter.rs",1417,25,1417,29
ffmpeg-wasi,0,foreign_functions,true,"src/avfilter.rs",1417,34,1417,38
ffmpeg-wasi,0,foreign_functions,true,"src/avfilter.rs",1959,10,1959,14
ffmpeg-wasi,0,foreign_functions,true,"src/avformat.rs",2012,24,2012,28
ffmpeg-wasi,0,foreign_functions,true,"src/avformat.rs",2012,33,2012,37
ffmpeg-wasi,0,foreign_functions,true,"src/avformat.rs",2021,25,2021,29
ffmpeg-wasi,0,foreign_functions,true,"src/avformat.rs",2021,34,2021,38
ffmpeg-wasi,0,foreign_functions,true,"src/avformat.rs",2030,24,2030,28
