crate_name,version
cardinal-token-manager,4.4.0
egli,0.5.0
datafusion-physical-expr,23.0.0
cesu8str,0.2.4
bwapi_wrapper,0.3.2
fluidlite,0.2.1
fap,0.2.1
biscuit-wasm,0.1.3
gpl-token,3.2.0
bitmagic-sys,0.2.4+bitmagic.7.7.7
deno_net,0.95.0
ahv,0.2.0
govern,0.5.8
dora-operator-api-types,0.2.3-rc6
android_sensor-sys,0.1.4
git2,0.17.1
espeak-sys,0.0.2
deno_runtime,0.111.0
aaudio,0.1.1
frawk,0.4.8
blsctl,0.2.3
fsx,0.1.1
bootloader_api,0.11.3
bootloader-x86_64-bios-stage-2,0.11.3
atri_ffi,0.9.0
fere,0.0.0
filament-bindings,0.2.2
cue-sdk,0.0.3
ctaes-sys,0.1.0
bfjit,0.1.3
file-metadata,0.0.3
ast-grep-wasm,0.1.5
blackscholes_wasm,0.18.1
avr-libcore,0.1.0
color_hash,0.1.0
blurmac,0.0.1
edjx,0.2.0
crypto-ops,0.1.1
cue-sys,1.0.0
cudd-sys,1.0.0
dmx-termios,0.3.0
breakout-wasm,0.2.2
alpino-tokenizer-sys,0.2.1
ash-direct-entry,0.2.0
bcc-sys,0.23.0
binary_codec_sv2,0.1.3
herkulex-drs-0x01-stm32f1xx,0.1.2
android_logger_lite,0.1.0
druid-win-shell,0.1.1
bear-lib-terminal-sys,1.3.0
enarx-exec-wasmtime,0.6.3
haiku,0.2.0
drogue-ffi-compat,0.1.0
gitoid,0.1.5
bayestest,0.1.1
bokken-runtime,0.1.0
btreec,0.3.0
continuation-router,1.1.2
blake,2.0.2
bones_ecs,0.1.0
chrono-wasi,0.4.11
base-coroutine,0.2.0
burble,0.2.2
fvm-mock,1.0.0
ckb-vm-aot,0.23.0
helix,0.7.5
crt0stack,0.1.0
crash-context,0.6.0
fltk,1.4.2
cursock,1.1.1
capstone-sys,0.15.0
coin_cbc_sys,0.1.2
gd32f3x0-pac,0.1.0
f128_internal,0.2.2
glslopt,0.1.9
ggml-sys-bleedingedge,2305041820.0.0+llamacpp-release.master-34d9f22
backtrace-sys,0.1.37
halide-runtime,0.6.1
demes-forward-capi,0.4.0
absperf-minilzo-sys,2.10.0
gpl-memo,3.0.1
autd-twincat-link,9.0.1
fts,0.3.0
flowscripter_template_deno_rust_library,1.0.15
geometry_tools,0.4.2
arcdps-imgui-sys,0.8.0
autocxx-bindgen,0.62.1
bitoku-sdk-agent,0.1.6
cxterminfo,0.2.0
dora-operator-api-python,0.2.3-rc6
cardinal-time-invalidator,4.4.0
externref_polyfill,0.1.0
argon2-sys,0.1.0
cbqn,0.0.8
glk-sys,0.2.0
ifcfg,0.1.2
aio-bindings,0.1.2
c-scape,0.8.13
clockwork-scheduler,1.0.3
domino_program,0.1.2
cronos-network,0.2.0
csfml-audio-sys,0.6.0
gmt_mount-ctrl_sampling8000-damping002,0.0.1
h1emu-core,1.1.2
depcheck-rs-node,0.0.28
groestlcoinconsensus,2.20.1-0.5.0
cityhash-sys,1.0.5
flowscripter_template_wasm_rust_library,1.1.9
cgl,0.3.2
ez_audio,0.1.6
experimental-tree-sitter-swift,0.0.3
hunspell,0.1.2
human_name,2.0.1
deno_web,0.134.0
gme,0.1.2
defund-cosmwasm,0.1.3
freestanding-musl-malloc,1.0.0
get_env,0.1.0
claim-ip,1.1.1
apollo-hyper-libretro-bindings,0.1.1
arfur-rev,0.0.1
bladerf,0.1.0
gdbstub,0.6.6
exonum_libsodium-sys,0.0.24
hermit-abi,0.3.1
csfml-system-sys,0.6.0
gdhcocos-rs,1.0.0
icasadi_test,0.0.2
drone-test,0.1.2
golana-loader,0.1.0
cxx,1.0.94
cr-sys,0.1.1
deno-libffi,0.0.7
idcurl,0.4.3
geoint,0.1.0
bpfjit,0.1.1
dilithium-raw,0.1.0
event_rust,0.1.1
crate-redeem-in-kind,0.6.0
blip_buf-sys,0.1.4
gnupg,0.1.0
ao-sys,0.1.2
audir,0.1.0
gmt_mount-ctrl_sampling8000-damping002_ze60,0.1.0
gccjit_sys,0.0.1
esp32-wasm-hal,0.1.0
ergo-lib-jni,0.23.0
erfs-rt,0.1.2
descent_ipopt,0.5.0
bluetooth-serial-port,0.6.0
dmx-serial,0.4.0
distill-downstream-lmdb-sys,0.8.0-windows-fix
ecal,0.2.0
azure-kinect,0.2.0
dirent-sys,0.2.0
eingang-frontend,0.1.0
arti-rpcserver,0.1.0
cblas_ffi,0.1.0
emd,0.1.1
heim-process,0.1.1-rc.1
deno_napi,0.33.0
graph-canon,0.1.4
cdbc-sqlite,0.1.23
cldnn-sys,0.1.0
alpm-ll,3.0.0
bed-reader,0.2.34
auxv,0.3.3
dispatch2,0.1.0
bufro,0.2.10
aw,0.1.0
embedded-freetype-sys,0.2.0
example_dylib,0.1.0
alien_ffi,0.1.0
crash-handler,0.6.0
autopilot,0.4.0
dec-number-sys,0.0.25
alloc-no-stdlib,2.0.4
aya-rustc-llvm-proxy,0.5.0
flipperzero-sys,0.8.0
azure-kinect-sys,0.2.0
godot-sys,0.1.0
cl3,0.9.1
goods-treasury-import-ffi,0.1.0
fuchsia-cprng,0.1.1
endpointsecurity,0.3.0
akinator-py,0.2.1
bevy-glsl-to-spirv,0.2.1
deno_url,0.103.0
fann,0.1.7
caelum-vcdm,0.2.0
CoreFoundation-sys,0.1.4
cabocha,0.2.0
cost,0.1.1
emacs,0.18.0
allo-isolate,0.1.14
curl-sys,0.4.61+curl-8.0.1
hwloc,0.5.0
bk_allocator,0.1.0
agilulf_fs,0.1.0
betrusted-rt,0.0.1
flutter_rust_bridge,1.75.1
deno_http,0.98.0
darkfi-sdk,0.4.1
capctl,0.2.2
gpl-token-swap,2.1.0
amethyst_rendy,0.15.3
emojicode-sys,0.1.4
faiss-sys,0.6.1
cryptsetup,0.2.0
gmt_m2-ctrl_asm_preshape-filter,0.1.2
ccdb,1.6.1
fsevents,0.1.0
coroutines,0.2.0
ctre-sys,5.4.0
groove,0.0.1
aclint,0.0.0
didppy,0.3.3
archivefs,1.0.0
byztime-sys,2.0.0
bfes,0.1.0
common_messages_sv2,0.1.5
http_desync_guardian,0.1.3
activitystreams-types,0.4.0-alpha.0
dijo,0.2.7
base64-cli,0.1.5
flo_render_gl_offscreen,0.3.1
AskAI,0.1.0
edgedb-client,0.3.0
class_group_0_5_2,0.5.2
armory3d-sys,0.0.1
easyjack,0.1.2
awi,0.9.1
bash-builtins,0.3.1
cleo_redux_sdk,0.0.14
fltk-sys,1.4.2
faster-fishers,0.1.3
brotlic-sys,0.2.1
cd-utils,1.0.0
edgedb-sdk,0.1.0
clanker,0.7.0
cose-c,0.1.5
autd3-soem-link,1.10.0
gddb,0.3.1
abpfiff,0.1.0
duktape_ffi_raw,2.30.0
bevy_wasm_sys,0.10.1
assemblylift-core-guest,0.4.0-alpha.0
aubio-sys,0.2.1
ash,0.37.2+1.3.238
fd-passing,0.0.1
emacs-native-async,0.1.2
heatseeker,1.7.1
ggml-raw,0.1.0
dome_cloomnik,0.1.12
cloudflare-zlib-sys,0.3.0
flb-plugin-sys,0.1.0
helixlauncher-core,0.1.0
aleph-solana-contract,0.1.0
cart_container,0.1.7
freertos_rs,0.3.0
cfile,0.5.1
assemblylift-core-io-guest,0.4.0-alpha.10
glium_text,0.14.0
db3-sqlparser,0.0.1
cess,0.1.0
ensync,1.0.1
cyclone-f1-sys,0.1.0-pre
bootloader-x86_64-bios-stage-4,0.11.3
fastpbkdf2,0.1.0
cubo,0.0.1
fd,0.2.3
adept2-sys,0.1.0
cdivsufsort,2.0.0
cart-tmp-winit,0.22.2
blaze-rs,0.1.3
haizhi-librocksdb-sys,0.1.0
deno,1.33.2
diesel-connection,4.0.1
candy-wrapper,0.1.1
fuzzyhash,0.2.2
crankstart,0.1.1
gdnative-core,0.11.3
boolector,0.4.3
chord-flow,0.1.21
hourglass,0.8.0
bern-kernel,0.3.0
fil-ocl,0.19.6
coreutils_core,0.1.1
dcv-color-primitives,0.5.3
dji-thermal-sys,0.1.0
gdbm-sys,0.3.0
deno_fs,0.13.0
chibios,0.1.0
feaders,0.2.0
agsol-gold-contract,0.0.0-alpha
fnmatch-sys,1.0.0
aleo-wasm,0.4.1
csfml-window-sys,0.6.0
finitefields,0.1.1
cxl_rs,0.0.5
atc-router,1.0.5
cxx-symbols,0.4.3
iana-time-zone-haiku,0.1.1
fasthash-sys-fork,0.4.2
astcenc-sys,0.1.5
boehm_gc,0.0.1
allocator_stub,0.1.0
dateless,0.3.1
assemblage_broadcast,0.1.0
aingle_wasmer_guest,0.0.1
ffts-sys,0.1.3
fdpass,0.1.0
block-sys,0.2.0
a-half,0.1.0
dssim-core,3.2.6
cbor-codec,0.7.1
eth_pairings_cpp,0.1.1
dual-airdrop,0.0.3
gpl-compression,0.1.1
gmt_mount-ctrl_sampling8000-damping002_ze00,0.1.0
boolector-sys,0.7.1
ao,0.6.1
divert,0.4.0
hpl-asset-assembler,0.0.1
deno_kv,0.11.0
deno_io,0.13.0
eigen_crypto,0.1.1
cardinal-certificate,0.2.0
eosio_sys,0.2.0
farmhash-ffi,0.1.0
deno_broadcast_channel,0.97.0
alpm-rs,0.1.24
clockwork-thread-program,2.0.17
exmod,0.3.3
hanblas,0.0.1
cstrptr,0.1.3
bddisasm-sys,0.2.1
gmssl,0.1.0
ggca,0.4.1
beastlink,1.0.0
async-backtrace,0.2.5
gmod,17.0.0
clockwork-http,1.0.6
bitou-sdk-agent,0.0.1
cuda-driver-sys,0.3.0
everrs,0.2.1
ambient_api_core,0.2.0
exprtk_sys,0.1.0
hexchat-plugin,0.2.14
ialloc,0.0.0-2023-05-05
bootloader-x86_64-uefi,0.11.3
async-ffi,0.4.1
fontkit,0.3.1
ev3rt,0.5.0
ia,0.1.2
cntr-nix,0.11.3-pre1
ieee1275,0.1.1
botan-sys,0.10.2
dbs-utils,0.2.1
azul-winit,0.24.0
gbm-rs,0.2.0
dispatch,0.2.0
NT-serum-swap,0.4.6
drogue-boot,0.1.2
holium-rs-sdk,1.0.0
hapi-core,0.2.0
dwrote,0.11.0
freeswitchrs,0.1.1
gallium_ecs,0.2.0
i3quitdialog,0.1.14
bcrypt-bsd,0.1.3
exomind-app,0.1.15
emulot,2.0.3
cortex-m,0.7.7
cpp_new,0.1.0
hotspot,0.6.0
duktape_ffi,0.0.1
famous-last-words,0.1.1
assemblylift-awslambda-iomod-guest,0.1.1
boson,0.8.0
faster_path,0.0.2
crypto-wasi,0.1.0
gli-rs,0.4.0
float_extras,0.1.6
bowtie,0.2.2
haru,0.29.5
fsevent-stream,0.2.3
arcdps-imgui,0.8.0
arp-spoofer,1.0.0
augeas_sys,0.0.2
btrfs2,1.2.2
boringssl,0.0.5
cairo-sys,0.0.2
chobitlibs,0.5.1
bitoku-bitoku-sdk-agent,0.2.2
gfx-backend-vulkan,0.9.0
holochain_wasmer_guest,0.0.84
enarx-shim-sgx,0.6.3
cfx-core,0.1.0
core_bluetooth,0.1.0
hpl-nectar-staking,0.0.34
dacite,0.7.0
hidapi-rusb,1.3.2
breakpoint,0.1.0
duk,0.3.0
deno_websocket,0.108.0
cheapalloc,0.1.0
fetch-data,0.1.6
cuda-runtime-sys,0.3.0-alpha.1
freeroast,0.1.9
amethyst_locale,0.15.3
btrfs,1.2.2
angrylion-rdp-plus-sys,0.2.0
fiemap,0.1.1
core-graphics-types,0.1.1
fast-trap,0.0.1
gbm-sys,0.2.2
aotuv_lancer_vorbis_sys,0.1.1
chmlib,1.0.0
arfur-wpilib,0.0.2
TerminalUI,0.1.5
cranelift-codegen,0.94.1
fiberplane-provider-bindings,2.0.0-beta.1
bliss-audio-aubio-rs,0.2.1
amsi,0.1.0
bliss-audio-aubio-sys,0.2.1
collenchyma,0.0.8
c-ffi,0.4.6
hydro,0.1.0
embly-wrapper,0.0.2
cardinal-marketplace,3.0.3
caoe,0.1.2
cublas-sys,0.1.0
flow,0.3.5
embed_plist,1.2.2
cashweb-secp256k1,0.19.1
gmt_mount-ctrl_sampling1000-damping002_ze00,0.1.0
gpl-associated-token-account,1.0.4
cardinal-payment-manager,4.0.0
hpl-reward-center,0.2.4
frac-stake,0.1.0
busmust-sys,0.1.3
chlorate,0.1.6
graphql-idl-parser-ffi,0.1.3
blake3,1.3.3
coverall,0.12.0
blctl,0.1.2
ambient_physics,0.2.0
bustd,0.1.1
blas-sys,0.7.1
grep_cdylib,0.1.3
blazesym,0.2.0-alpha.0
dora-node-api-c,0.2.3-rc6
corona,0.4.3
daku,0.5.0
freetype-sys,0.17.0
cryptonote-raw-crypto,0.5.7
fazi,0.1.3
emacs_module,0.18.0
h3ron-h3-sys,0.16.0
ffi_utils,0.17.0
deepspeech-sys,0.9.1
arcdps,0.8.1
cmsis_dsp_sys_pregenerated,0.1.0
bar,0.1.1
detour-sys,0.1.0
hoedown,6.0.0
clear_on_drop,0.2.5
ayaka-bindings,0.2.0
bearssl,0.0.1
deno_ffi,0.90.0
duk-sys,0.3.0
gperftools,0.2.0
clf,0.1.7
fuzzyfocus,0.1.0
hiredis-sys,0.4.1
clockwork-queue-program,1.2.15
cue-sdk-sys,0.0.5
clickhouse-rs-cityhash-sys,0.1.2
cat-rs,0.1.0-alpha.0
cpuprofiler,0.0.4
context_bind,0.0.2
ethash-sys,0.1.3
gonk-core,0.0.9
hello_bash_plugin,0.1.0
futuresdr-frontend,0.0.4
aubio,0.2.1
gpl-core,1.0.0
dcap-provider,0.3.1
fe_rtos,0.1.1
cargon,0.0.1
async-timer,1.0.0-beta.9
getopt-long,0.3.0
firedancer-sys,0.1.0
armour,0.4.6
decnumber-sys,0.1.5
comet-rs,0.1.1-rc3
connected_socket,0.0.6
core_arch,0.1.5
glx,0.2.6
cardinal-scanner,0.1.3
clang-rt-xray-sys,0.0.1
crossbow-android,0.2.3
flic,0.1.6
hilbert-c2rust,0.1.5
hamming_rs,0.2.21
eth-secp256k1,0.5.7
geographiclib,0.1.0
chromaprint,0.2.0
flac-bound,0.3.0
arducam_mipicamera,0.1.1
fg,0.1.4
cozorocks,0.1.7
greenthread-future,0.1.0
async-graphql-extension-apollo-tracing,3.0.1
coroutine,0.8.0
genet-abi,0.5.0
caseconv,0.1.0
faster-beamer,0.1.7
iconv,0.1.1
aez,0.0.7
epics-ca,0.1.0
flav-md-engine,0.1.0
ethnum-intrinsics,1.1.0
bottomless,0.1.16
daxpedda-vsprintf,1.0.2-pr
aplayer-wasmbind,0.2.0
elfo-core,0.1.35
domino-program-dp,0.1.11
commandspec,0.12.2
accessibility-sys,0.1.3
dora,0.0.2
bibutils-sys,0.1.1
ckb-x64-simulator,0.7.0
Rust-wasm,0.1.0
dart-sdk-sys,2.19.3
gmt_m1-ctrl_hardpoints-dynamics,0.1.3
bevy_hanabi,0.6.1
dvcompute_dist,1.3.7
cronos-pool,0.2.0
decrunch,0.1.2
cfasttext-sys,0.7.6
compiler-builtins-snapshot,0.1.20170127+764557f0b669bb0e28817c5ae70c9d718685e35a
atms,0.1.0
coqui-stt-sys,1.3.1
difftastic-oc,0.23.0
creachadair-imath-sys,0.2.0
bad64-sys,0.5.0
haiku-sys,0.2.0
dart-sys,4.0.2
diffsitter,0.7.3
drone-fatfs-raw,0.2.3
enigo-copy,0.0.14
gl_loader,0.1.2
elrond-wasm-node,0.38.0
gmsh-sys,0.1.2
iflytek-sys,0.0.4
GSL,6.0.0
fuse-backend-rs,0.10.2
errno-dragonfly,0.1.2
ducc0,0.30.1
chacha20stream,2.2.1
gmt_m1-ctrl_center-actuators,0.1.3
blurhash-wasm,0.2.0
arrows_common,0.1.0
cblas-sys,0.1.4
brrr,0.3.1
efw,0.1.0
cntrlr,0.1.0
durite,0.3.0
emacs-rs-module,0.18.0
fuzzcheck,0.12.1
bluetooth-serial-port-async,0.6.3
dingus,0.5.7
adi,0.13.0-pre2
acpica-sys,0.0.4
evercrypt_tiny-sys,0.1.1
bsd_auth-sys,0.0.7
hydra_wallet,0.2.3
illumos-priv,0.2.0
human-fanout,0.1.0
fungus,0.1.27
dragula,0.1.0
groonga-sys,0.3.1
human-escrow,0.1.0
cita-snappy,0.1.0
cardinal-group-reward-distributor,2.2.1
fathom-syzygy-sys,0.1.0
babalgame,0.5.1
deno_flash,0.34.0
apriltag-sys,0.3.0
human-program,0.1.0
ddcutil-sys,0.0.3
i-slint-renderer-skia,1.0.2
dukt-sys,0.1.0
gaviota-sys,0.1.24
cobin,0.1.1
holochain_deterministic_integrity,0.0.13
dl_api,0.4.0
deno_crypto,0.117.0
android_liblog-sys,0.1.4
fff,0.3.1
difftastic,0.46.0
flash_loan_receiver,1.0.0
core-mqtt-sys,0.1.1
cf-daemonize,0.3.0
guetzli-sys,0.0.3
cbe-program,1.15.0
cbqn-sys,0.2.0
amy,0.10.0
caelum-diddoc,0.1.3
hgdirectffi,0.1.0
com-rs,0.2.1
human-royalty,0.1.0
freertos-rust,0.1.2
gmt_mount-ctrl_sampling1000-damping002_ze60,0.1.0
cosmian_ffi_utils,0.1.0
hush,0.1.4
floui,0.1.5
clipper-sys,0.7.2
coresimd,0.1.2
hlua,0.4.1
freetype-rs,0.32.0
eei,0.0.3
enarx-shim-kvm,0.6.3
cr-tools,1.3.1
basiclu-sys,0.1.1
bitcoinconsensus,0.20.2-0.5.0
emf-core-base-rs,0.1.3
blondie,0.4.1
direct-storage,0.2.0
cgroup-sys,0.1.1
dart,0.1.1
ic-cdk-timers,0.1.2
generic-token-faucet,0.1.2
carp,0.1.0
closer,0.1.2
autd-soem-link,9.0.1
aubio-rs,0.2.0
branches,0.1.2
ctr_etc1,0.1.0
firestarter,0.3.2
argonautica-c,0.2.0
ceres-browser,0.2.0
cosmian-wit-bindgen-rust,0.1.1
deno_fetch,0.127.0
actix-web-flash-messages,0.4.2
clips,0.4.0
ddc-winapi,0.2.1
dup,0.1.0
ast-grep-tree-sitter-c-sharp,0.20.0
anima6502,0.1.1
hpl-hive-control,0.0.97
easegress-sdk,0.1.0
ahrs-fusion,0.4.0
bchlib-sys,0.2.1
fastlz-sys,0.1.0
elve,0.0.1
empy,1.0.0-alpha2
alass-ffi,0.3.0
deno_core,0.185.0
grassmann,0.1.0
gw2lib,3.0.0-alpha-af
fiber-for-wasmedge,8.0.1
esaxx-rs,0.1.8
context,3.0.0
file-descriptors,0.9.1
blackscholes,0.23.2
dvdcss,0.1.2
dylib,0.0.3
clockkit-sys,0.1.1
fastwfc-sys,0.1.0
hpl-asset-manager,0.0.1
cardinal-stake-pool,2.2.1
ethane-wasm,1.0.2
electrs-librocksdb-sys,0.9.0-e1+7.8.3
esp-idf-alloc,0.1.1
crypto_pimitives,0.1.1
add-decimals,1.1.2
blend2d-sys,0.3.0
asche,2.0.0
crate-token,0.6.0
ergo-lib-c,0.23.0
gurobi,0.3.4
cooler_master_sdk,0.1.3
haizhi-rocksdb,0.1.1
densearray_kernels,0.0.1
gc_nes_web,0.1.5
clockwork-pool,1.0.6
dahl-bellnumber,0.1.1
diplomat-runtime,0.5.2
grapl-graph-descriptions-py,0.1.3
coopted_llvm_sys,0.1.0
frac-missions,0.1.1
glow,0.12.1
extprim,1.7.1
bitwuzla-sys,0.2.0
gmt_m2-ctrl_asm_positionner,0.1.2
avr-boot,0.2.3
argv,0.1.8
alt-std,0.2.9
gmt_mount-ctrl_sampling8000-damping0005,1.0.0
gl33,0.2.1
gravity,0.1.3
deno_cache,0.35.0
assemblylift-iomod-secretsmanager-guest,0.1.0
ducc,0.1.5
capng,0.2.3
apache-nimble-sys,0.0.1
fftw-sys,0.8.0
hwloc2,2.2.0
arm7tdmi_aeabi,0.2.0
cglue,0.2.12
discid-sys,0.5.0
glean-core,52.6.0
godot-ggrs-wrapper,0.5.0
assemblylift-iomod-dynamodb-guest,0.1.7
epics-ca-sys,0.1.0
hc_zome_profiles,0.0.1
i-slint-core,1.0.2
dukt,0.1.0
ancora,0.1.0
cpp_new_simple_cpp_lib,0.1.0
fj,0.45.0
flecs,0.1.3
apache-avro-test-helper,0.14.0
cuba,0.2.4
android-cpufeatures-sys,2.0.0
grr,0.8.0
eng-wasm,0.1.7
cargo-ui,0.3.3
ellipticoin-api,0.0.2
brioche-ducc-sys,0.1.2-brioche
drone-core,0.14.3
angular-rs,0.1.0
fatfs-sys,0.2.0
core-services,0.2.0
