error_id,crate_name,version,test_name,error_type,error_text,full_error_text,passed_in_tree_borrows,num_occurrences
159,milagro-crypto,0.1.14,big::tests::test_big_hex_io,Undefined Behavior,"attempting a write access using <136341> at alloc29953[0x0], but that tag only grants SharedReadOnly permission for this location","Undefined Behavior: attempting a write access using <> at alloc[0x0], but that tag only grants SharedReadOnly permission for this location",FALSE,3
160,milagro-crypto,0.1.14,hash::tests::test_sha256,Undefined Behavior,"attempting a write access using <115510> at alloc30005[0x1], but that tag does not exist in the borrow stack for this location","Undefined Behavior: attempting a write access using <> at alloc[0x1], but that tag does not exist in the borrow stack for this location",TRUE,2
161,milagro-crypto,0.1.14,ecp2::tests::test_ecp2_hex_io,Undefined Behavior,"attempting a write access using <185834> at alloc34294[0x8], but that tag only grants SharedReadOnly permission for this location","Undefined Behavior: attempting a write access using <> at alloc[0x8], but that tag only grants SharedReadOnly permission for this location",FALSE,1
162,minilzo-rs,0.6.0,tests::test_lzo_cmpress,Undefined Behavior,constructing invalid value at .value[0],"Undefined Behavior: constructing invalid value at .value[0]: encountered uninitialized memory, but expected an integer",FALSE,1
163,minimap2,0.1.16+minimap2.2.26,tests::create_index,Test Failed,NA,"test failed, to rerun pass `--lib`",FALSE,6
164,minimap2-sys,0.1.16+minimap2.2.26,tests::set_index_and_mapping_opts,Undefined Behavior,constructing invalid value at .value.k,"Undefined Behavior: constructing invalid value at .value.k: encountered uninitialized memory, but expected an integer",FALSE,1
165,minimp3_ex-sys,0.1.1,open_dummy_cb,memory leaked,"alloc24813 (C heap, size","memory leaked: alloc (C heap, size: 131072, align: 16), allocated here:",FALSE,1
166,molconv,0.2.0,xdr::c_abi::xdrfile_trr::tests::test_read_trr_nframes,Undefined Behavior,"attempting a write access using <104031> at alloc26965[0x0], but that tag only grants SharedReadOnly permission for this location","Undefined Behavior: attempting a write access using <> at alloc[0x0], but that tag only grants SharedReadOnly permission for this location",FALSE,1
167,molconv,0.2.0,xdr::c_abi::xdrfile_xtc::tests::test_read_xtc_nframes,Undefined Behavior,"attempting a write access using <104031> at alloc26965[0x0], but that tag only grants SharedReadOnly permission for this location","Undefined Behavior: attempting a write access using <> at alloc[0x0], but that tag only grants SharedReadOnly permission for this location",FALSE,1
168,monacoin,0.27.1-pre,util::bip32::tests::test_vector_1,Undefined Behavior,"attempting a read access using <7679833> at alloc7550057[0x2c], but that tag does not exist in the borrow stack for this location","Undefined Behavior: attempting a read access using <> at alloc[0x2c], but that tag does not exist in the borrow stack for this location",FALSE,4
170,mozjpeg,0.10.1,compress::convert_colorspace,Undefined Behavior,not granting access to tag <102533> because that would remove [Unique for <103222>] which is weakly protected because it is an argument of call 46209,Undefined Behavior: not granting access to tag <> because that would remove [Unique for <103222>] which is weakly protected because it is an argument of call 46209,FALSE,1
171,mozjpeg,0.10.1,compress::write_mem,Undefined Behavior,not granting access to tag <102542> because that would remove [Unique for <105662>] which is weakly protected because it is an argument of call 46725,Undefined Behavior: not granting access to tag <> because that would remove [Unique for <105662>] which is weakly protected because it is an argument of call 46725,FALSE,1
172,ms5837,0.2.1,tests::crc4,Undefined Behavior,"attempting a write access using <97601> at alloc25189[0x0], but that tag only grants SharedReadOnly permission for this location","Undefined Behavior: attempting a write access using <> at alloc[0x0], but that tag only grants SharedReadOnly permission for this location",FALSE,1
173,mseed,0.5.0,util::tests::test_xchan2seedchan,Undefined Behavior,memory access failed,"Undefined Behavior: memory access failed: alloc has size 1, so pointer to 1 byte starting at offset 1 is out-of-bounds",FALSE,1
174,mseed,0.5.0,util::tests::test_seedchan2xchan,Undefined Behavior,memory access failed,"Undefined Behavior: memory access failed: alloc has size 1, so pointer to 1 byte starting at offset 1 is out-of-bounds",FALSE,1
175,mtpng,0.3.5,encoder::tests::create_and_state,Undefined Behavior,"trying to retag from <274806> for SharedReadOnly permission at alloc60208[0x0], but that tag does not exist in the borrow stack for this location","Undefined Behavior: trying to retag from <> for SharedReadOnly permission at alloc[0x0], but that tag does not exist in the borrow stack for this location",FALSE,2
176,mugle_secp256k1zkp,0.7.12,ecdh::tests::ecdh,Undefined Behavior,constructing invalid value at .value.0[0],"Undefined Behavior: constructing invalid value at .value.0[0]: encountered uninitialized memory, but expected an integer",FALSE,2
177,mugle_secp256k1zkp,0.7.12,key::test::test_bad_deserialize,Undefined Behavior,constructing invalid value at .value[0],"Undefined Behavior: constructing invalid value at .value[0]: encountered uninitialized memory, but expected an integer",FALSE,2
178,n5,0.7.6,compression::bzip::tests::test_read_doc_spec_block,Undefined Behavior,"attempting a read access using <110051> at alloc29372[0x8], but that tag does not exist in the borrow stack for this location","Undefined Behavior: attempting a read access using <> at alloc[0x8], but that tag does not exist in the borrow stack for this location",FALSE,1
179,n5,0.7.6,compression::bzip::tests::test_rw,Undefined Behavior,"attempting a read access using <113560> at alloc30186[0x8], but that tag does not exist in the borrow stack for this location","Undefined Behavior: attempting a read access using <> at alloc[0x8], but that tag does not exist in the borrow stack for this location",FALSE,1
180,n5,0.7.6,compression::lz::tests::test_read_doc_spec_block,Undefined Behavior,memory access failed,"Undefined Behavior: memory access failed: alloc has size 8, so pointer to 4 bytes starting at offset 264 is out-of-bounds",FALSE,1
188,oneio,0.13.1,test_reader_local,Undefined Behavior,"attempting a read access using <493780> at alloc100287[0x8], but that tag does not exist in the borrow stack for this location","Undefined Behavior: attempting a read access using <> at alloc[0x8], but that tag does not exist in the borrow stack for this location",FALSE,2
189,openh264-sys2,0.4.1,can_call_simple_decoder,LLI interoperation error,LLVM field count mismatch,"LLI interoperation error: LLVM field count mismatch: cannot convert an LLVM value with 2 fields to a Rust value of type openh264_sys2::_tagVersion, which has 4 fields.",FALSE,1
190,p256k1,5.4.1,point::tests::base58,Undefined Behavior,"attempting a write access using <291926> at alloc188950[0x2], but that tag does not exist in the borrow stack for this location","Undefined Behavior: attempting a write access using <> at alloc[0x2], but that tag does not exist in the borrow stack for this location",TRUE,2
191,p256k1,5.4.1,field::tests::pow,Test Failed,NA,"test failed, to rerun pass `--lib`",FALSE,3
192,parity-secp256k1,0.7.0,key::test::pubkey_add,LLI interoperation error,Rust type mismatch,LLI interoperation error: Rust type mismatch: cannot convert a Rust value of type i32 to an LLVM value of type i64.,FALSE,1
193,parity-secp256k1,0.7.0,key::test::keypair_slice_round_trip,Undefined Behavior,"attempting a write access using <907685> at alloc800738[0x0], but that tag only grants SharedReadOnly permission for this location","Undefined Behavior: attempting a write access using <> at alloc[0x0], but that tag only grants SharedReadOnly permission for this location",FALSE,3
194,parquet,46.0.0,compression::tests::test_codec_lz4,Test Failed,NA,"test failed, to rerun pass `--lib`",FALSE,2
195,pbf-reader,0.1.9,tests::simple_count,Undefined Behavior,"using uninitialized data, but this operation requires initialized memory","Undefined Behavior: using uninitialized data, but this operation requires initialized memory",FALSE,1
196,pcre2,0.2.4,bytes::tests::find_start_end_and_as_bytes,Test Failed,NA,"test failed, to rerun pass `--lib`",FALSE,4
197,pexacoin,0.1.0,util::bip32::tests::test_vector_1,Undefined Behavior,"attempting a read access using <4219788> at alloc4098208[0x2c], but that tag does not exist in the borrow stack for this location","Undefined Behavior: attempting a read access using <> at alloc[0x2c], but that tag does not exist in the borrow stack for this location",TRUE,4
198,phar,0.0.3,test_bzip,Undefined Behavior,"attempting a read access using <109280> at alloc28790[0x8], but that tag does not exist in the borrow stack for this location","Undefined Behavior: attempting a read access using <> at alloc[0x8], but that tag does not exist in the borrow stack for this location",FALSE,2
199,picohttpparser-sys,1.0.0,error,LLI interoperation error,Unsupported LLVM Type,LLI interoperation error: Unsupported LLVM Type: <16 x i8>,FALSE,4
200,picohttpparser-sys,1.0.0,incomplete_1,Undefined Behavior,"attempting a write access using <105285> at alloc27023[0x98], but that tag does not exist in the borrow stack for this location","Undefined Behavior: attempting a write access using <> at alloc[0x98], but that tag does not exist in the borrow stack for this location",FALSE,18
201,picohttpparser-sys,1.0.0,accept_msb_chars,Undefined Behavior,memory access failed,"Undefined Behavior: memory access failed: alloc has size 5, so pointer to 8 bytes starting at offset 0 is out-of-bounds",FALSE,18
202,plthook,0.2.2,tests::use_c_api,Undefined Behavior,memory access failed,Undefined Behavior: memory access failed: 0x7fe80e841110[noalloc] is a dangling pointer (it has no provenance),FALSE,1
203,plthook,0.2.2,tests::replace_atof,Undefined Behavior,memory access failed,Undefined Behavior: memory access failed: 0x7ff628c33110[noalloc] is a dangling pointer (it has no provenance),FALSE,1
204,pqcrypto-dilithium,0.4.6,dilithium2::test::test_sign_detached,Test Failed,NA,"test failed, to rerun pass `--lib`",FALSE,6
205,pqcrypto-falcon-wasi,0.2.14,falcon1024::test::test_sign_detached,Test Failed,NA,"test failed, to rerun pass `--lib`",FALSE,2
206,pqcrypto-mqdss,0.3.0,ffi::test_mqdss64_clean::test_ffi,Undefined Behavior,incorrect number of arguments for `getrandom` syscall,"Undefined Behavior: incorrect number of arguments for `getrandom` syscall: got 1, expected at least 4",FALSE,2
207,pqcrypto-mqdss,0.3.0,ffi::test_mqdss48_clean::test_ffi,Test Failed,NA,"test failed, to rerun pass `--lib`",FALSE,4
208,pqcrypto-newhope,0.1.2,ffi::test_newhope1024cca_clean::test_ffi,Undefined Behavior,incorrect number of arguments for `getrandom` syscall,"Undefined Behavior: incorrect number of arguments for `getrandom` syscall: got 1, expected at least 4",FALSE,2
209,pqcrypto-newhope,0.1.2,ffi::test_newhope1024cpa_clean::test_ffi,Undefined Behavior,incorrect number of arguments for `getrandom` syscall,"Undefined Behavior: incorrect number of arguments for `getrandom` syscall: got 1, expected at least 4",FALSE,2
210,pqcrypto-newhope,0.1.2,ffi::test_newhope512cca_clean::test_ffi,Undefined Behavior,incorrect number of arguments for `getrandom` syscall,"Undefined Behavior: incorrect number of arguments for `getrandom` syscall: got 1, expected at least 4",FALSE,2
211,pqcrypto-newhope,0.1.2,ffi::test_newhope512cpa_clean::test_ffi,Undefined Behavior,incorrect number of arguments for `getrandom` syscall,"Undefined Behavior: incorrect number of arguments for `getrandom` syscall: got 1, expected at least 4",FALSE,2
212,pqcrypto-qtesla,0.1.1,qteslapi::test::test_sign_detached,Undefined Behavior,incorrect number of arguments for `getrandom` syscall,"Undefined Behavior: incorrect number of arguments for `getrandom` syscall: got 1, expected at least 4",FALSE,1
213,pqcrypto-qtesla,0.1.1,ffi::test_qteslapiii_clean::test_ffi,Undefined Behavior,incorrect number of arguments for `getrandom` syscall,"Undefined Behavior: incorrect number of arguments for `getrandom` syscall: got 1, expected at least 4",FALSE,2
214,pqcrypto-qtesla,0.1.1,ffi::test_qteslapi_clean::test_ffi,Test Failed,NA,"test failed, to rerun pass `--lib`",FALSE,3
215,pqcrypto-sphincsplus,0.6.4,ffi::test_sphincsharaka128frobust_clean::test_ffi,Test Failed,NA,"test failed, to rerun pass `--lib`",FALSE,34
216,pqcrypto-threebears,0.2.0,babybearephem::test::test_kem,Undefined Behavior,incorrect number of arguments for `getrandom` syscall,"Undefined Behavior: incorrect number of arguments for `getrandom` syscall: got 1, expected at least 4",FALSE,2
217,pqcrypto-threebears,0.2.0,babybear::test::test_kem,Undefined Behavior,incorrect number of arguments for `getrandom` syscall,"Undefined Behavior: incorrect number of arguments for `getrandom` syscall: got 1, expected at least 4",FALSE,2
218,pqcrypto-threebears,0.2.0,ffi::test_mamabearephem_clean::test_ffi,Undefined Behavior,incorrect number of arguments for `getrandom` syscall,"Undefined Behavior: incorrect number of arguments for `getrandom` syscall: got 1, expected at least 4",FALSE,2
219,pqcrypto-threebears,0.2.0,ffi::test_mamabear_clean::test_ffi,Undefined Behavior,incorrect number of arguments for `getrandom` syscall,"Undefined Behavior: incorrect number of arguments for `getrandom` syscall: got 1, expected at least 4",FALSE,2
220,pqcrypto-threebears,0.2.0,ffi::test_papabearephem_clean::test_ffi,Undefined Behavior,incorrect number of arguments for `getrandom` syscall,"Undefined Behavior: incorrect number of arguments for `getrandom` syscall: got 1, expected at least 4",FALSE,2
221,pqcrypto-threebears,0.2.0,ffi::test_papabear_clean::test_ffi,Undefined Behavior,incorrect number of arguments for `getrandom` syscall,"Undefined Behavior: incorrect number of arguments for `getrandom` syscall: got 1, expected at least 4",FALSE,2
222,quickjs_regex,0.2.3,test_regex,Undefined Behavior,memory access failed,"Undefined Behavior: memory access failed: alloc has size 10, so pointer to 1 byte starting at offset 10 is out-of-bounds",FALSE,1
223,rabbitizer,1.7.9,tests::test_get_operand_type,Undefined Behavior,"accessing memory with alignment 1, but alignment 4 is required","Undefined Behavior: accessing memory with alignment 1, but alignment 4 is required",FALSE,2
224,rgb2ansi256,0.1.1,tests::validate_with_ansi_colours,Test Failed,NA,"test failed, to rerun pass `--lib`",FALSE,1
225,rs-secp256k1,0.5.7,ecdh::tests::ecdh,Undefined Behavior,constructing invalid value at .value.0[0],"Undefined Behavior: constructing invalid value at .value.0[0]: encountered uninitialized memory, but expected an integer",FALSE,2
226,rsbx,2.0.0,multihash_tests::test_vectors::blake2b_512_test_vectors,Undefined Behavior,constructing invalid value at .value[0],"Undefined Behavior: constructing invalid value at .value[0]: encountered uninitialized memory, but expected an integer",FALSE,2
227,rsofa,0.4.5,tests::test_tr,Undefined Behavior,"attempting a read access using <110940> at alloc28858[0x18], but that tag does not exist in the borrow stack for this location","Undefined Behavior: attempting a read access using <> at alloc[0x18], but that tag does not exist in the borrow stack for this location",TRUE,1
228,rsofa,0.4.5,tests::test_trxp,Undefined Behavior,"attempting a read access using <110269> at alloc28642[0x18], but that tag does not exist in the borrow stack for this location","Undefined Behavior: attempting a read access using <> at alloc[0x18], but that tag does not exist in the borrow stack for this location",TRUE,1
229,rsofa,0.4.5,tests::test_trxpv,Undefined Behavior,"attempting a read access using <110877> at alloc28819[0x18], but that tag does not exist in the borrow stack for this location","Undefined Behavior: attempting a read access using <> at alloc[0x18], but that tag does not exist in the borrow stack for this location",TRUE,1
230,rsofa,0.4.5,tests::test_apcg,Undefined Behavior,"attempting a read access using <110277> at alloc28641[0x18], but that tag does not exist in the borrow stack for this location","Undefined Behavior: attempting a read access using <> at alloc[0x18], but that tag does not exist in the borrow stack for this location",TRUE,1
231,rsofa,0.4.5,tests::test_apci,Undefined Behavior,"attempting a read access using <110277> at alloc28641[0x18], but that tag does not exist in the borrow stack for this location","Undefined Behavior: attempting a read access using <> at alloc[0x18], but that tag does not exist in the borrow stack for this location",TRUE,1
232,rsofa,0.4.5,tests::test_apco,Undefined Behavior,"attempting a read access using <110277> at alloc28641[0x18], but that tag does not exist in the borrow stack for this location","Undefined Behavior: attempting a read access using <> at alloc[0x18], but that tag does not exist in the borrow stack for this location",TRUE,1
233,rsofa,0.4.5,tests::test_ab,Undefined Behavior,"attempting a read access using <110937> at alloc28855[0x8], but that tag does not exist in the borrow stack for this location","Undefined Behavior: attempting a read access using <> at alloc[0x8], but that tag does not exist in the borrow stack for this location",TRUE,1
234,rsofa,0.4.5,tests::test_zr,Undefined Behavior,"attempting a write access using <110778> at alloc28808[0x18], but that tag does not exist in the borrow stack for this location","Undefined Behavior: attempting a write access using <> at alloc[0x18], but that tag does not exist in the borrow stack for this location",TRUE,1
235,rsofa,0.4.5,tests::test_pv,Undefined Behavior,"attempting a write access using <110937> at alloc28857[0x18], but that tag does not exist in the borrow stack for this location","Undefined Behavior: attempting a write access using <> at alloc[0x18], but that tag does not exist in the borrow stack for this location",TRUE,1
236,rsofa,0.4.5,tests::test_a2af,Undefined Behavior,"attempting a write access using <110267> at alloc28639[0x4], but that tag does not exist in the borrow stack for this location","Undefined Behavior: attempting a write access using <> at alloc[0x4], but that tag does not exist in the borrow stack for this location",TRUE,1
237,rsofa,0.4.5,tests::test_a2tf,Undefined Behavior,"attempting a write access using <110267> at alloc28639[0x4], but that tag does not exist in the borrow stack for this location","Undefined Behavior: attempting a write access using <> at alloc[0x4], but that tag does not exist in the borrow stack for this location",TRUE,1
238,rsofa,0.4.5,tests::test_zp,Undefined Behavior,"attempting a write access using <110775> at alloc28805[0x8], but that tag does not exist in the borrow stack for this location","Undefined Behavior: attempting a write access using <> at alloc[0x8], but that tag does not exist in the borrow stack for this location",TRUE,1
239,rsofa,0.4.5,tests::test_tpxev,Undefined Behavior,memory access failed,"Undefined Behavior: memory access failed: alloc has size 8, so pointer to 8 bytes starting at offset 8 is out-of-bounds",FALSE,1
240,rsworld-sys,0.1.0,tests::test_code_aperiodicity,LLI interoperation error,Unsupported LLVM Type,"LLI interoperation error: Unsupported LLVM Type: { i64, i1 }",FALSE,1
241,rsworld-sys,0.1.0,tests::test_decode_aperiodicity,LLI interoperation error,Unsupported LLVM Type,"LLI interoperation error: Unsupported LLVM Type: { i64, i1 }",FALSE,1
242,rtreec,0.1.0,tests::rtreec_new,Undefined Behavior,memory access failed,Undefined Behavior: memory access failed: null pointer is a dangling pointer (it has no provenance),FALSE,1
244,rustsat-kissat,0.1.1,test::build_two,Undefined Behavior,memory access failed,Undefined Behavior: memory access failed: 0x7f1c1aaa8868[noalloc] is a dangling pointer (it has no provenance),FALSE,1
245,rustsat-kissat,0.1.1,sat_small_unsat,Undefined Behavior,memory access failed,Undefined Behavior: memory access failed: 0x7f475e05d868[noalloc] is a dangling pointer (it has no provenance),FALSE,1
246,rustsat-kissat,0.1.1,sat_small_sat,Undefined Behavior,memory access failed,Undefined Behavior: memory access failed: 0x7f57e3066868[noalloc] is a dangling pointer (it has no provenance),FALSE,1
247,rustsat-kissat,0.1.1,test::configure,Undefined Behavior,memory access failed,Undefined Behavior: memory access failed: 0x7f5f8e6a0868[noalloc] is a dangling pointer (it has no provenance),FALSE,1
248,rustsat-kissat,0.1.1,test::build_destroy,Undefined Behavior,memory access failed,Undefined Behavior: memory access failed: 0x7f7f321dc868[noalloc] is a dangling pointer (it has no provenance),FALSE,1
249,rustsat-kissat,0.1.1,test::options,Undefined Behavior,memory access failed,Undefined Behavior: memory access failed: 0x7f806f785868[noalloc] is a dangling pointer (it has no provenance),FALSE,1
250,rustsat-kissat,0.1.1,test::limit,Undefined Behavior,memory access failed,Undefined Behavior: memory access failed: 0x7f80b7cde868[noalloc] is a dangling pointer (it has no provenance),FALSE,1
251,rustsat-kissat,0.1.1,small_sat,Undefined Behavior,memory access failed,Undefined Behavior: memory access failed: 0x7f832e437868[noalloc] is a dangling pointer (it has no provenance),FALSE,1
252,rustsat-kissat,0.1.1,small_unsat,Undefined Behavior,memory access failed,Undefined Behavior: memory access failed: 0x7f9d59e25868[noalloc] is a dangling pointer (it has no provenance),FALSE,1
253,rustsat-kissat,0.1.1,test::tiny_instance_sat,Undefined Behavior,memory access failed,Undefined Behavior: memory access failed: 0x7fa5501c4868[noalloc] is a dangling pointer (it has no provenance),FALSE,1
254,rustsat-kissat,0.1.1,unsat_small_sat,Undefined Behavior,memory access failed,Undefined Behavior: memory access failed: 0x7fc1d195d868[noalloc] is a dangling pointer (it has no provenance),FALSE,1
255,rustsat-kissat,0.1.1,unsat_small_unsat,Undefined Behavior,memory access failed,Undefined Behavior: memory access failed: 0x7fc695f72868[noalloc] is a dangling pointer (it has no provenance),FALSE,1
256,rustsat-kissat,0.1.1,test::tiny_instance_unsat,Undefined Behavior,memory access failed,Undefined Behavior: memory access failed: 0x7fcc7352f868[noalloc] is a dangling pointer (it has no provenance),FALSE,1
257,ruwren,0.4.4,tests::foreign_instance,Undefined Behavior,memory access failed,"Undefined Behavior: memory access failed: alloc has size 8, so pointer to 16 bytes starting at offset 0 is out-of-bounds",FALSE,6
258,s-secp256k1,0.5.7,ecdh::tests::ecdh,Undefined Behavior,constructing invalid value at .value.0[0],"Undefined Behavior: constructing invalid value at .value.0[0]: encountered uninitialized memory, but expected an integer",FALSE,2
259,sapio-secp256k1,0.22.4,key::test::create_pubkey_combine,LLI interoperation error,Rust type mismatch,LLI interoperation error: Rust type mismatch: cannot convert a Rust value of type i32 to an LLVM value of type i64.,FALSE,1
260,satisfactory-save-file,0.2.0,tests::parse,Test Failed,NA,"test failed, to rerun pass `--lib`",FALSE,1
261,saxx,0.1.2,tests::esaxx_compact,Undefined Behavior,out-of-bounds pointer use,Undefined Behavior: out-of-bounds pointer use: 0x64[noalloc] is a dangling pointer (it has no provenance),FALSE,1
262,saxx,0.1.2,tests::esa_from_slice,Undefined Behavior,out-of-bounds pointer use,Undefined Behavior: out-of-bounds pointer use: 0x74[noalloc] is a dangling pointer (it has no provenance),FALSE,1
263,seed-utils,0.1.0,tests::derive_xpubs_from_seed_derives_xpubs,Undefined Behavior,"attempting a read access using <40337796> at alloc14836601[0x2c], but that tag does not exist in the borrow stack for this location","Undefined Behavior: attempting a read access using <> at alloc[0x2c], but that tag does not exist in the borrow stack for this location",FALSE,1
264,sgp4-rs,0.4.0,sgp4_sys::tests::test_errors,Undefined Behavior,"attempting a write access using <101908> at alloc26139[0xf], but that tag only grants SharedReadOnly permission for this location","Undefined Behavior: attempting a write access using <> at alloc[0xf], but that tag only grants SharedReadOnly permission for this location",FALSE,9
265,smalloca,0.1.0,tests::panic_test,Undefined Behavior,unwinding past the topmost frame of the stack,Undefined Behavior: unwinding past the topmost frame of the stack,FALSE,1
266,smile,0.1.1,base64::test::decode,Undefined Behavior,"attempting a read access using <98611> at alloc25553[0x1], but that tag does not exist in the borrow stack for this location","Undefined Behavior: attempting a read access using <> at alloc[0x1], but that tag does not exist in the borrow stack for this location",TRUE,1
267,smile,0.1.1,base64::test::encode,Undefined Behavior,"attempting a read access using <98608> at alloc25553[0x1], but that tag does not exist in the borrow stack for this location","Undefined Behavior: attempting a read access using <> at alloc[0x1], but that tag does not exist in the borrow stack for this location",TRUE,1
270,snarkvm-parameters,0.14.6,testnet3::test_powers_of_beta_26_usrs,Test Failed,NA,"test failed, to rerun pass `--lib`",FALSE,2
271,spdkit,0.1.0,fingerprint::test_molecule_fingerprint,Undefined Behavior,memory access failed,Undefined Behavior: memory access failed: 0x7f1626736868[noalloc] is a dangling pointer (it has no provenance),FALSE,1
272,spdkit,0.1.0,fingerprint::test_reorder_by_connect,Undefined Behavior,memory access failed,Undefined Behavior: memory access failed: 0x7f2d9c91f868[noalloc] is a dangling pointer (it has no provenance),FALSE,1
273,spdkit-nauty,0.1.1,test_nauty,Undefined Behavior,memory access failed,Undefined Behavior: memory access failed: 0x7f474ce59868[noalloc] is a dangling pointer (it has no provenance),FALSE,1
274,spdkit-nauty,0.1.1,nauty::test_nauty_labels,Undefined Behavior,memory access failed,Undefined Behavior: memory access failed: 0x7f6b566c7868[noalloc] is a dangling pointer (it has no provenance),FALSE,1
275,special-fun,0.2.0,cephes_double::shichi,LLI interoperation error,LLVM field count mismatch,"LLI interoperation error: LLVM field count mismatch: cannot convert an LLVM value with 1 fields to a Rust value of type (), which has 0 fields.",FALSE,1
276,special-fun,0.2.0,cephes_double::sici,LLI interoperation error,LLVM field width mismatch,"LLI interoperation error: LLVM field width mismatch: cannot convert an LLVM field of width 4 to a Rust field of type f64, which has width 8",FALSE,1
277,speex-safe,0.6.0,bits::test::creates_and_drops,Undefined Behavior,constructing invalid value at .value.reserved1,"Undefined Behavior: constructing invalid value at .value.reserved1: encountered uninitialized memory, but expected an integer",FALSE,3
278,spng,0.2.0-alpha.2,decode,Undefined Behavior,"trying to retag from <99212> for Unique permission at alloc25959[0x0], but that tag does not exist in the borrow stack for this location","Undefined Behavior: trying to retag from <> for Unique permission at alloc[0x0], but that tag does not exist in the borrow stack for this location",FALSE,8
279,spritz_cipher,0.1.0,c_check::compare_arduino,LLI interoperation error,LLVM field count mismatch,"LLI interoperation error: LLVM field count mismatch: cannot convert an LLVM value with 1 fields to a Rust value of type (), which has 0 fields.",FALSE,1
280,tab-hash,0.3.0,simple32_vs_reference_implementation,Test Failed,NA,"test failed, to rerun pass `--test lib`",FALSE,3
281,tarantool,2.0.0,decimal::test::to_num,Undefined Behavior,"attempting a read access using <116248> at alloc37848[0x8], but that tag does not exist in the borrow stack for this location","Undefined Behavior: attempting a read access using <> at alloc[0x8], but that tag does not exist in the borrow stack for this location",FALSE,1
282,tarantool,2.0.0,decimal::test::cmp,Undefined Behavior,constructing invalid value at .value.lsu[6],"Undefined Behavior: constructing invalid value at .value.lsu[6]: encountered uninitialized memory, but expected an integer",FALSE,3
284,tetsy-secp256k1,0.7.0,key::test::pubkey_add,LLI interoperation error,Rust type mismatch,LLI interoperation error: Rust type mismatch: cannot convert a Rust value of type i32 to an LLVM value of type i64.,FALSE,1
285,tetsy-secp256k1,0.7.0,key::test::keypair_slice_round_trip,Undefined Behavior,"attempting a write access using <907685> at alloc800738[0x0], but that tag only grants SharedReadOnly permission for this location","Undefined Behavior: attempting a write access using <> at alloc[0x0], but that tag only grants SharedReadOnly permission for this location",FALSE,3
286,tinycdb,0.0.7,tests::test_basic_find,Undefined Behavior,memory access failed,"Undefined Behavior: memory access failed: alloc has size 8, so pointer to 4 bytes starting at offset 264 is out-of-bounds",FALSE,3
287,tinyspline-sys,0.2.0,tests::interpolation,memory leaked,"alloc25545 (C heap, size","memory leaked: alloc (C heap, size: 256, align: 16), allocated here:",FALSE,1
288,tpnote-lib,0.22.8,highlight::test::test_plain_text,Undefined Behavior,memory access failed,Undefined Behavior: memory access failed: 0x10[noalloc] is a dangling pointer (it has no provenance),FALSE,2
289,tpnote-lib,0.22.8,highlight::test::test_indented,Test Failed,NA,"test failed, to rerun pass `--lib`",FALSE,2
291,tree-sitter-cpp,0.20.3,tests::can_load_grammar,Undefined Behavior,memory access failed,Undefined Behavior: memory access failed: null pointer is a dangling pointer (it has no provenance),FALSE,1
292,tree-sitter-cuda,0.20.3,tests::test_can_load_grammar,Undefined Behavior,memory access failed,Undefined Behavior: memory access failed: null pointer is a dangling pointer (it has no provenance),FALSE,1
294,tree-sitter-svelte,0.10.2,tests::can_load_grammar,memory leaked,"alloc25379 (C heap, size","memory leaked: alloc (C heap, size: 24576, align: 16), allocated here:",FALSE,1
295,triangle-rs,0.1.2,tests::area,Undefined Behavior,"deallocating alloc27335, which is C heap memory, using Rust heap deallocation operation","Undefined Behavior: deallocating alloc, which is C heap memory, using Rust heap deallocation operation",FALSE,1
297,twmap,0.10.0,custom_test_ddnet,Undefined Behavior,"attempting a read access using <3788059> at alloc888196[0x8], but that tag does not exist in the borrow stack for this location","Undefined Behavior: attempting a read access using <> at alloc[0x8], but that tag does not exist in the borrow stack for this location",FALSE,10
298,tz-search,0.1.1,tests::loads_ok,Undefined Behavior,"accessing memory with alignment 1, but alignment 4 is required","Undefined Behavior: accessing memory with alignment 1, but alignment 4 is required",FALSE,3
300,valley-free,0.2.0,tests::build_topology,Undefined Behavior,"attempting a read access using <97328> at alloc25515[0x8], but that tag does not exist in the borrow stack for this location","Undefined Behavior: attempting a read access using <> at alloc[0x8], but that tag does not exist in the borrow stack for this location",FALSE,2
302,webrtc-vad,0.4.0,test::is_voice_segment,Undefined Behavior,"attempting a read access using <102220> at alloc25379[0x4], but that tag does not exist in the borrow stack for this location","Undefined Behavior: attempting a read access using <> at alloc[0x4], but that tag does not exist in the borrow stack for this location",TRUE,1
303,x42ltc-sys,0.0.5,ltc_decode_timecode_dot_raw,memory leaked,"alloc25439 (C heap, size","memory leaked: alloc (C heap, size: 408, align: 16), allocated here:",FALSE,1
304,xdrfile,0.3.0,c_abi::xdrfile_trr::tests::test_read_trr_nframes,Undefined Behavior,"attempting a write access using <108849> at alloc28304[0x0], but that tag only grants SharedReadOnly permission for this location","Undefined Behavior: attempting a write access using <> at alloc[0x0], but that tag only grants SharedReadOnly permission for this location",FALSE,1
305,xdrfile,0.3.0,c_abi::xdrfile_xtc::tests::test_read_xtc_nframes,Undefined Behavior,"attempting a write access using <108867> at alloc28307[0x0], but that tag only grants SharedReadOnly permission for this location","Undefined Behavior: attempting a write access using <> at alloc[0x0], but that tag only grants SharedReadOnly permission for this location",FALSE,1
