crate_name,version,error_id,test_name,error_type,full_error_text,error_root,error_text,passed_in_stack_borrows
mugle_secp256k1zkp,0.7.12,229,key::test::skey_clear_on_drop,Undefined Behavior,"Undefined Behavior: using uninitialized data, but this operation requires initialized memory","/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/field_10x26_impl.h:501:20,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/field_10x26_impl.h:1073:5,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/group_impl.h:441:5,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/ecmult_gen_impl.h:52:9,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/secp256k1.c:95:9","using uninitialized data, but this operation requires initialized memory",FALSE
mugle_secp256k1zkp,0.7.12,229,key::test::skey_from_slice,Undefined Behavior,"Undefined Behavior: using uninitialized data, but this operation requires initialized memory","/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/field_10x26_impl.h:501:20,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/field_10x26_impl.h:1073:5,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/group_impl.h:441:5,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/ecmult_gen_impl.h:52:9,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/secp256k1.c:95:9","using uninitialized data, but this operation requires initialized memory",FALSE
mugle_secp256k1zkp,0.7.12,229,key::test::test_add_exp_bad_context,Undefined Behavior,"Undefined Behavior: using uninitialized data, but this operation requires initialized memory","/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/field_10x26_impl.h:501:20,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/field_10x26_impl.h:1073:5,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/group_impl.h:441:5,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/ecmult_gen_impl.h:52:9,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/secp256k1.c:95:9","using uninitialized data, but this operation requires initialized memory",FALSE
mugle_secp256k1zkp,0.7.12,229,key::test::test_addition,Undefined Behavior,"Undefined Behavior: using uninitialized data, but this operation requires initialized memory","/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/field_10x26_impl.h:501:20,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/field_10x26_impl.h:1073:5,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/group_impl.h:441:5,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/ecmult_gen_impl.h:52:9,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/secp256k1.c:95:9","using uninitialized data, but this operation requires initialized memory",FALSE
mugle_secp256k1zkp,0.7.12,227,key::test::test_bad_deserialize,Undefined Behavior,"Undefined Behavior: constructing invalid value at .value[0]: encountered uninitialized memory, but expected an integer",NA,constructing invalid value at .value[0],FALSE
mugle_secp256k1zkp,0.7.12,227,key::test::test_bad_serde_deserialize,Undefined Behavior,"Undefined Behavior: constructing invalid value at .value[0]: encountered uninitialized memory, but expected an integer",NA,constructing invalid value at .value[0],FALSE
mugle_secp256k1zkp,0.7.12,229,key::test::test_debug_output,Undefined Behavior,"Undefined Behavior: using uninitialized data, but this operation requires initialized memory","/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/field_10x26_impl.h:501:20,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/field_10x26_impl.h:1073:5,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/group_impl.h:441:5,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/ecmult_gen_impl.h:52:9,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/secp256k1.c:95:9","using uninitialized data, but this operation requires initialized memory",FALSE
mugle_secp256k1zkp,0.7.12,229,key::test::test_inverse,Undefined Behavior,"Undefined Behavior: using uninitialized data, but this operation requires initialized memory","/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/field_10x26_impl.h:501:20,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/field_10x26_impl.h:1073:5,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/group_impl.h:441:5,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/ecmult_gen_impl.h:52:9,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/secp256k1.c:95:9","using uninitialized data, but this operation requires initialized memory",FALSE
mugle_secp256k1zkp,0.7.12,229,key::test::test_multiplication,Undefined Behavior,"Undefined Behavior: using uninitialized data, but this operation requires initialized memory","/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/field_10x26_impl.h:501:20,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/field_10x26_impl.h:1073:5,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/group_impl.h:441:5,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/ecmult_gen_impl.h:52:9,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/secp256k1.c:95:9","using uninitialized data, but this operation requires initialized memory",FALSE
mugle_secp256k1zkp,0.7.12,229,key::test::test_negate,Undefined Behavior,"Undefined Behavior: using uninitialized data, but this operation requires initialized memory","/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/field_10x26_impl.h:501:20,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/field_10x26_impl.h:1073:5,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/group_impl.h:441:5,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/ecmult_gen_impl.h:52:9,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/secp256k1.c:95:9","using uninitialized data, but this operation requires initialized memory",FALSE
mugle_secp256k1zkp,0.7.12,229,key::test::test_out_of_range,Undefined Behavior,"Undefined Behavior: using uninitialized data, but this operation requires initialized memory","/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/field_10x26_impl.h:501:20,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/field_10x26_impl.h:1073:5,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/group_impl.h:441:5,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/ecmult_gen_impl.h:52:9,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/secp256k1.c:95:9","using uninitialized data, but this operation requires initialized memory",FALSE
mugle_secp256k1zkp,0.7.12,229,key::test::test_pk_combination,Undefined Behavior,"Undefined Behavior: using uninitialized data, but this operation requires initialized memory","/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/field_10x26_impl.h:501:20,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/field_10x26_impl.h:1073:5,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/group_impl.h:441:5,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/ecmult_gen_impl.h:52:9,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/secp256k1.c:95:9","using uninitialized data, but this operation requires initialized memory",FALSE
mugle_secp256k1zkp,0.7.12,229,key::test::test_pubkey_from_bad_slice,Undefined Behavior,"Undefined Behavior: using uninitialized data, but this operation requires initialized memory","/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/field_10x26_impl.h:501:20,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/field_10x26_impl.h:1073:5,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/group_impl.h:441:5,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/ecmult_gen_impl.h:52:9,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/secp256k1.c:95:9","using uninitialized data, but this operation requires initialized memory",FALSE
mugle_secp256k1zkp,0.7.12,228,key::test::test_pubkey_from_slice_bad_context,Undefined Behavior,"Undefined Behavior: using uninitialized data, but this operation requires initialized memory","/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/field_10x26_impl.h:493:26,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/field_10x26_impl.h:1073:5,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/group_impl.h:340:5,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/ecmult_impl.h:87:5,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/ecmult_impl.h:147:5,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/ecmult_impl.h:205:5,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/secp256k1.c:98:9","using uninitialized data, but this operation requires initialized memory",FALSE
mugle_secp256k1zkp,0.7.12,229,key::test::test_pubkey_serialize,Undefined Behavior,"Undefined Behavior: using uninitialized data, but this operation requires initialized memory","/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/field_10x26_impl.h:501:20,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/field_10x26_impl.h:1073:5,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/group_impl.h:441:5,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/ecmult_gen_impl.h:52:9,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/secp256k1.c:95:9","using uninitialized data, but this operation requires initialized memory",FALSE
mugle_secp256k1zkp,0.7.12,229,key::test::test_serialize,Undefined Behavior,"Undefined Behavior: using uninitialized data, but this operation requires initialized memory","/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/field_10x26_impl.h:501:20,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/field_10x26_impl.h:1073:5,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/group_impl.h:441:5,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/ecmult_gen_impl.h:52:9,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/secp256k1.c:95:9","using uninitialized data, but this operation requires initialized memory",FALSE
mugle_secp256k1zkp,0.7.12,229,key::test::test_serialize_serde,Undefined Behavior,"Undefined Behavior: using uninitialized data, but this operation requires initialized memory","/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/field_10x26_impl.h:501:20,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/field_10x26_impl.h:1073:5,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/group_impl.h:441:5,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/ecmult_gen_impl.h:52:9,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/secp256k1.c:95:9","using uninitialized data, but this operation requires initialized memory",FALSE
mugle_secp256k1zkp,0.7.12,229,pedersen::tests::commit_parse_ser,Undefined Behavior,"Undefined Behavior: using uninitialized data, but this operation requires initialized memory","/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/field_10x26_impl.h:501:20,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/field_10x26_impl.h:1073:5,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/group_impl.h:441:5,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/ecmult_gen_impl.h:52:9,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/secp256k1.c:95:9","using uninitialized data, but this operation requires initialized memory",FALSE
mugle_secp256k1zkp,0.7.12,229,pedersen::tests::rewind_empty_message,Undefined Behavior,"Undefined Behavior: using uninitialized data, but this operation requires initialized memory","/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/field_10x26_impl.h:501:20,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/field_10x26_impl.h:1073:5,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/group_impl.h:441:5,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/ecmult_gen_impl.h:52:9,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/secp256k1.c:95:9","using uninitialized data, but this operation requires initialized memory",FALSE
mugle_secp256k1zkp,0.7.12,229,pedersen::tests::rewind_message,Undefined Behavior,"Undefined Behavior: using uninitialized data, but this operation requires initialized memory","/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/field_10x26_impl.h:501:20,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/field_10x26_impl.h:1073:5,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/group_impl.h:441:5,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/ecmult_gen_impl.h:52:9,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/secp256k1.c:95:9","using uninitialized data, but this operation requires initialized memory",FALSE
mugle_secp256k1zkp,0.7.12,229,pedersen::tests::test_blind_commit,Undefined Behavior,"Undefined Behavior: using uninitialized data, but this operation requires initialized memory","/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/field_10x26_impl.h:501:20,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/field_10x26_impl.h:1073:5,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/group_impl.h:441:5,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/ecmult_gen_impl.h:52:9,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/secp256k1.c:95:9","using uninitialized data, but this operation requires initialized memory",FALSE
mugle_secp256k1zkp,0.7.12,229,pedersen::tests::test_bullet_proof_multisig,Undefined Behavior,"Undefined Behavior: using uninitialized data, but this operation requires initialized memory","/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/field_10x26_impl.h:501:20,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/field_10x26_impl.h:1073:5,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/group_impl.h:441:5,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/ecmult_gen_impl.h:52:9,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/secp256k1.c:95:9","using uninitialized data, but this operation requires initialized memory",FALSE
mugle_secp256k1zkp,0.7.12,229,pedersen::tests::test_bullet_proof_single,Undefined Behavior,"Undefined Behavior: using uninitialized data, but this operation requires initialized memory","/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/field_10x26_impl.h:501:20,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/field_10x26_impl.h:1073:5,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/group_impl.h:441:5,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/ecmult_gen_impl.h:52:9,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/secp256k1.c:95:9","using uninitialized data, but this operation requires initialized memory",FALSE
mugle_secp256k1zkp,0.7.12,229,pedersen::tests::test_bullet_proof_verify_multi,Undefined Behavior,"Undefined Behavior: using uninitialized data, but this operation requires initialized memory","/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/field_10x26_impl.h:501:20,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/field_10x26_impl.h:1073:5,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/group_impl.h:441:5,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/ecmult_gen_impl.h:52:9,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/secp256k1.c:95:9","using uninitialized data, but this operation requires initialized memory",FALSE
mugle_secp256k1zkp,0.7.12,229,pedersen::tests::test_commit_sum,Undefined Behavior,"Undefined Behavior: using uninitialized data, but this operation requires initialized memory","/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/field_10x26_impl.h:501:20,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/field_10x26_impl.h:1073:5,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/group_impl.h:441:5,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/ecmult_gen_impl.h:52:9,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/secp256k1.c:95:9","using uninitialized data, but this operation requires initialized memory",FALSE
mugle_secp256k1zkp,0.7.12,229,pedersen::tests::test_from_pubkey,Undefined Behavior,"Undefined Behavior: using uninitialized data, but this operation requires initialized memory","/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/field_10x26_impl.h:501:20,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/field_10x26_impl.h:1073:5,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/group_impl.h:441:5,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/ecmult_gen_impl.h:52:9,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/secp256k1.c:95:9","using uninitialized data, but this operation requires initialized memory",FALSE
mugle_secp256k1zkp,0.7.12,229,pedersen::tests::test_range_proof,Undefined Behavior,"Undefined Behavior: using uninitialized data, but this operation requires initialized memory","/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/field_10x26_impl.h:501:20,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/field_10x26_impl.h:1073:5,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/group_impl.h:441:5,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/ecmult_gen_impl.h:52:9,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/secp256k1.c:95:9","using uninitialized data, but this operation requires initialized memory",FALSE
mugle_secp256k1zkp,0.7.12,229,pedersen::tests::test_sign_with_pubkey_from_commitment,Undefined Behavior,"Undefined Behavior: using uninitialized data, but this operation requires initialized memory","/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/field_10x26_impl.h:501:20,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/field_10x26_impl.h:1073:5,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/group_impl.h:441:5,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/ecmult_gen_impl.h:52:9,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/secp256k1.c:95:9","using uninitialized data, but this operation requires initialized memory",FALSE
mugle_secp256k1zkp,0.7.12,229,pedersen::tests::test_to_pubkey,Undefined Behavior,"Undefined Behavior: using uninitialized data, but this operation requires initialized memory","/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/field_10x26_impl.h:501:20,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/field_10x26_impl.h:1073:5,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/group_impl.h:441:5,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/ecmult_gen_impl.h:52:9,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/secp256k1.c:95:9","using uninitialized data, but this operation requires initialized memory",FALSE
mugle_secp256k1zkp,0.7.12,229,pedersen::tests::test_verify_commit_sum_one_keys,Undefined Behavior,"Undefined Behavior: using uninitialized data, but this operation requires initialized memory","/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/field_10x26_impl.h:501:20,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/field_10x26_impl.h:1073:5,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/group_impl.h:441:5,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/ecmult_gen_impl.h:52:9,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/secp256k1.c:95:9","using uninitialized data, but this operation requires initialized memory",FALSE
mugle_secp256k1zkp,0.7.12,229,pedersen::tests::test_verify_commit_sum_random_keys,Undefined Behavior,"Undefined Behavior: using uninitialized data, but this operation requires initialized memory","/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/field_10x26_impl.h:501:20,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/field_10x26_impl.h:1073:5,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/group_impl.h:441:5,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/ecmult_gen_impl.h:52:9,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/secp256k1.c:95:9","using uninitialized data, but this operation requires initialized memory",FALSE
mugle_secp256k1zkp,0.7.12,229,pedersen::tests::test_verify_commit_sum_random_keys_switch,Undefined Behavior,"Undefined Behavior: using uninitialized data, but this operation requires initialized memory","/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/field_10x26_impl.h:501:20,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/field_10x26_impl.h:1073:5,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/group_impl.h:441:5,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/ecmult_gen_impl.h:52:9,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/secp256k1.c:95:9","using uninitialized data, but this operation requires initialized memory",FALSE
mugle_secp256k1zkp,0.7.12,229,pedersen::tests::test_verify_commit_sum_zero_keys,Undefined Behavior,"Undefined Behavior: using uninitialized data, but this operation requires initialized memory","/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/field_10x26_impl.h:501:20,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/field_10x26_impl.h:1073:5,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/group_impl.h:441:5,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/ecmult_gen_impl.h:52:9,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/secp256k1.c:95:9","using uninitialized data, but this operation requires initialized memory",FALSE
mugle_secp256k1zkp,0.7.12,229,tests::bad_recovery,Undefined Behavior,"Undefined Behavior: using uninitialized data, but this operation requires initialized memory","/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/field_10x26_impl.h:501:20,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/field_10x26_impl.h:1073:5,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/group_impl.h:441:5,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/ecmult_gen_impl.h:52:9,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/secp256k1.c:95:9","using uninitialized data, but this operation requires initialized memory",FALSE
mugle_secp256k1zkp,0.7.12,229,tests::capabilities,Undefined Behavior,"Undefined Behavior: using uninitialized data, but this operation requires initialized memory","/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/field_10x26_impl.h:501:20,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/field_10x26_impl.h:1073:5,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/group_impl.h:441:5,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/ecmult_gen_impl.h:52:9,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/secp256k1.c:95:9","using uninitialized data, but this operation requires initialized memory",FALSE
mugle_secp256k1zkp,0.7.12,229,tests::invalid_pubkey,Undefined Behavior,"Undefined Behavior: using uninitialized data, but this operation requires initialized memory","/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/field_10x26_impl.h:501:20,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/field_10x26_impl.h:1073:5,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/group_impl.h:441:5,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/ecmult_gen_impl.h:52:9,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/secp256k1.c:95:9","using uninitialized data, but this operation requires initialized memory",FALSE
mugle_secp256k1zkp,0.7.12,229,tests::sign,Undefined Behavior,"Undefined Behavior: using uninitialized data, but this operation requires initialized memory","/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/field_10x26_impl.h:501:20,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/field_10x26_impl.h:1073:5,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/group_impl.h:441:5,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/ecmult_gen_impl.h:52:9,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/secp256k1.c:95:9","using uninitialized data, but this operation requires initialized memory",FALSE
mugle_secp256k1zkp,0.7.12,229,tests::sign_and_verify,Undefined Behavior,"Undefined Behavior: using uninitialized data, but this operation requires initialized memory","/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/field_10x26_impl.h:501:20,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/field_10x26_impl.h:1073:5,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/group_impl.h:441:5,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/ecmult_gen_impl.h:52:9,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/secp256k1.c:95:9","using uninitialized data, but this operation requires initialized memory",FALSE
mugle_secp256k1zkp,0.7.12,229,tests::sign_and_verify_extreme,Undefined Behavior,"Undefined Behavior: using uninitialized data, but this operation requires initialized memory","/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/field_10x26_impl.h:501:20,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/field_10x26_impl.h:1073:5,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/group_impl.h:441:5,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/ecmult_gen_impl.h:52:9,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/secp256k1.c:95:9","using uninitialized data, but this operation requires initialized memory",FALSE
mugle_secp256k1zkp,0.7.12,229,tests::sign_and_verify_fail,Undefined Behavior,"Undefined Behavior: using uninitialized data, but this operation requires initialized memory","/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/field_10x26_impl.h:501:20,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/field_10x26_impl.h:1073:5,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/group_impl.h:441:5,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/ecmult_gen_impl.h:52:9,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/secp256k1.c:95:9","using uninitialized data, but this operation requires initialized memory",FALSE
mugle_secp256k1zkp,0.7.12,229,tests::sign_with_recovery,Undefined Behavior,"Undefined Behavior: using uninitialized data, but this operation requires initialized memory","/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/field_10x26_impl.h:501:20,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/field_10x26_impl.h:1073:5,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/group_impl.h:441:5,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/ecmult_gen_impl.h:52:9,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/secp256k1.c:95:9","using uninitialized data, but this operation requires initialized memory",FALSE
mugle_secp256k1zkp,0.7.12,226,tests::signature_lax_der,Undefined Behavior,"Undefined Behavior: constructing invalid value at .value.0[0]: encountered uninitialized memory, but expected an integer",NA,constructing invalid value at .value.0[0],FALSE
mugle_secp256k1zkp,0.7.12,229,tests::signature_serialize_roundtrip,Undefined Behavior,"Undefined Behavior: using uninitialized data, but this operation requires initialized memory","/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/field_10x26_impl.h:501:20,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/field_10x26_impl.h:1073:5,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/group_impl.h:441:5,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/ecmult_gen_impl.h:52:9,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/secp256k1.c:95:9","using uninitialized data, but this operation requires initialized memory",FALSE
mugle_secp256k1zkp,0.7.12,229,tests::test_bad_slice,Undefined Behavior,"Undefined Behavior: using uninitialized data, but this operation requires initialized memory","/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/field_10x26_impl.h:501:20,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/field_10x26_impl.h:1073:5,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/group_impl.h:441:5,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/ecmult_gen_impl.h:52:9,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/secp256k1.c:95:9","using uninitialized data, but this operation requires initialized memory",FALSE
mugle_secp256k1zkp,0.7.12,229,tests::test_debug_output,Undefined Behavior,"Undefined Behavior: using uninitialized data, but this operation requires initialized memory","/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/field_10x26_impl.h:501:20,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/field_10x26_impl.h:1073:5,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/group_impl.h:441:5,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/ecmult_gen_impl.h:52:9,/usr/src/ffickle/extracted/depend/secp256k1-zkp/src/secp256k1.c:95:9","using uninitialized data, but this operation requires initialized memory",FALSE
