error_id,crate_name,version,test_name,error_type,error_text,full_error_text,passed_in_stack_borrows,num_occurrences
177,parity-secp256k1,0.7.0,key::test::keypair_slice_round_trip,Undefined Behavior,write access through <901350> is forbidden,Undefined Behavior: write access through <> is forbidden,FALSE,3
178,parquet2,0.17.2,read::lz4_legacy::test_lz4_large_file,Stack Overflow,NA,26:fatal runtime error: stack overflow,TRUE,1
179,pbf-reader,0.1.9,tests::simple_count,Undefined Behavior,"using uninitialized data, but this operation requires initialized memory","Undefined Behavior: using uninitialized data, but this operation requires initialized memory",FALSE,1
180,pcre2,0.2.4,bytes::tests::find_start_end_and_as_bytes,Test Failed,NA,"test failed, to rerun pass `--lib`",FALSE,4
181,phar,0.0.3,test_bzip,Undefined Behavior,read access through <103125> is forbidden,Undefined Behavior: read access through <> is forbidden,FALSE,2
182,picohttpparser-sys,1.0.0,error,LLI interoperation error,Unsupported LLVM Type,LLI interoperation error: Unsupported LLVM Type: <16 x i8>,FALSE,4
183,picohttpparser-sys,1.0.0,accept_msb_chars,Undefined Behavior,memory access failed,"Undefined Behavior: memory access failed: alloc has size 5, so pointer to 8 bytes starting at offset 0 is out-of-bounds",FALSE,18
184,picohttpparser-sys,1.0.0,incomplete_1,Undefined Behavior,write access through <99483> is forbidden,Undefined Behavior: write access through <> is forbidden,FALSE,18
185,pkgcraft-tools,0.0.11,dep::compare::args,Stack Overflow,NA,4:fatal runtime error: stack overflow,FALSE,6
186,plthook,0.2.2,tests::replace_atof,Undefined Behavior,memory access failed,Undefined Behavior: memory access failed: 0x7fb36bfb8110[noalloc] is a dangling pointer (it has no provenance),FALSE,1
187,plthook,0.2.2,tests::use_c_api,Undefined Behavior,memory access failed,Undefined Behavior: memory access failed: 0x7fe04ce99110[noalloc] is a dangling pointer (it has no provenance),FALSE,1
188,pqcrypto-dilithium,0.4.6,dilithium5::test::test_sign,Test Failed,NA,"test failed, to rerun pass `--lib`",FALSE,3
189,pqcrypto-falcon,0.2.10,falcon512::test::test_sign,Test Failed,NA,"test failed, to rerun pass `--lib`",FALSE,2
190,pqcrypto-falcon-wasi,0.2.14,falcon1024::test::test_sign,Test Failed,NA,"test failed, to rerun pass `--lib`",FALSE,2
191,pqcrypto-mqdss,0.3.0,ffi::test_mqdss48_clean::test_ffi,Undefined Behavior,incorrect number of arguments for `getrandom` syscall,"Undefined Behavior: incorrect number of arguments for `getrandom` syscall: got 1, expected at least 4",FALSE,2
