crate_name,version
cursed,0.0.1
cry-sys,0.1.0
groestlcoinconsensus,2.20.1-0.5.0
cryptominisat,5.8.0-rust1
cryptobox,0.1.0
agnostic_async_executor,0.2.2
butane,0.5.1
retro-rs,0.3.2
siquery,1.2.5
cuda11-cudart-sys,0.3.0
simple-locale,0.2.0
cpufreq,0.1.6-r1
crlibm,0.1.1
kpathsea_sys,0.1.2
craydate-sys,0.1.3
ableton-link,0.1.0
tun-tap-mac,0.1.2
rinimp3,0.1.0
crayfish,0.0.1
pam-client,0.5.0
lbfgsb-sys,0.1.0
cruiser,0.2.0
ts-bindgen-gen,0.5.0
dirent-sys,0.2.0
cpclib-asm,0.6.0
corundum,0.4.1
csfml-network-sys,0.2.0
cskk,2.0.0
cryptex,1.4.0
sentry-contrib-native,0.3.1
context_bind,0.0.2
coroutines,0.2.0
core-nightly,2015.1.7
printf-compat,0.1.1
cplus_demangle,0.1.2
coqui-stt-sys,1.3.1
core-mqtt-sys,0.1.1
sqlite3,0.24.0
cpp_std,0.1.1
libargon2-sys,0.2.0
libdc1394-sys,0.2.2
rclrust-msg-gen,0.0.2
cosmwasm-simulate,0.13.6
coz-temporary,0.1.3
setjmp,0.1.4
cose,0.1.4
abi_stable_derive_lib,0.6.2
compiler-builtins-snapshot,0.1.20170127+764557f0b669bb0e28817c5ae70c9d718685e35a
constellation-rs,0.2.0-alpha.2
cooler_master_sdk,0.1.3
codesign-verify,0.1.2
abe_gpsw,2.0.0
xcb-dl,0.2.0
julius,1.0.0
liblapack-sys,0.2.0
openh264,0.4.0
threed-ice-sys,0.3.0
srv,0.1.0
blctl,0.1.2
imgui-filedialog-sys,0.1.1
collenchyma,0.0.8
flakebi-ring,0.16.15
bladerf,0.1.0
scutiger-bin,0.3.0
coaster,0.2.0
radamsa,0.1.1
cognitive-qualia,0.1.0
ilhook,2.0.0
cpp_utils,0.3.0
rad,0.5.0
nss,0.7.1
chipmunk-rs,0.1.1
ndless-sys,0.2.0
safe_authenticator_ffi,0.17.1
hunspell,0.1.2
close_fds,0.3.2
venial,0.5.0
soundio,0.2.1
clamav,0.4.0
cntr-nix,0.11.3-pre1
tauri-winit,0.24.1
pseudotcp,0.2.0
quirc,0.0.1
qurs,0.2.0
bcndecode,0.2.0
px4,0.2.4
clfft,0.3.3
claim-ip,1.1.1
chlorate,0.1.6
lkl,0.0.1
postgres-parser,0.2.3
rawsock,0.3.0
cfn-guard-preview,0.7.0
libflatpak-sys,0.3.0
barnacl_sys,0.1.1
serde_arrays,0.1.0
axe_fx_midi,0.1.0
russell_sparse,0.4.1
chatora-errno,1.0.2
rust_mpi,0.0.3
babble,0.2.0
rust-libindy-wrapper,0.2.13
cdbc-sqlite,0.1.23
rust_icu_uloc,4.0.0
rusqlcipher,0.14.9
rust-argon2-ffi,0.1.0
gkl,0.1.1
cassandra-cpp,2.0.0
assemblage_kv,0.1.0
lvgl-codegen,0.6.2
rspell,0.1.1
appstream-glib-sys,0.0.1
azure-kinect,0.2.0
tk,0.1.4
rquickjs-core,0.1.7
webkit2gtk5-webextension-sys,0.3.0
rsbind,0.6.0
aw,0.1.0
firestarter,0.3.2
libafl,0.10.0
raunch,1.0.0
lvgl,0.6.2
cachepot,0.1.0-rc.1
soup2-sys,0.2.0
webrender,0.61.0
avr-test-suite,0.1.1
yaxpeax-x86,1.1.5
exonum_leveldb,0.9.1
zbar,0.1.0
cacao,0.3.2
byond,0.4.0
boehm-rs,0.1.2
cantact-driver,0.1.2
bwapi,0.2.0
bulletproof,0.2.0
marine-rs-sdk-main,0.7.1
gspell,0.6.0
aws-nitro-enclaves-attestation-ffi,0.1.0
rs-rocksdb-sys,0.5.5
nuklear-sys,4.0.5
pudding-kernel,0.1.1
rline,0.3.2
nflog-sys,0.1.0
block-sys,0.2.0
autograd,2.0.0-rc3
break-time,0.1.2
nomad-xyz-configuration,0.1.0-rc.1
bsd_auth-sys,0.0.7
rlua-lua51-sys,0.1.3
bupstash,0.12.0
async-wormhole,0.3.7
art-stamps,0.1.0
resynth,0.1.11
assemblylift-awslambda-iomod-guest,0.1.1
notmuch-sys,4.4.2
mem_cmp,0.1.4
binks,0.1.23
hyperdrive,0.2.0
bracket-random,0.8.7
mio-pidfd,0.3.0
argon2-sys,0.1.0
moz-cheddar,0.4.2
assert_tokens_eq,0.1.0
arma-rs,1.9.3
bullet,0.1.2
packetcrypt-sys,0.4.0
tmux_plugin,0.0.1
rcocos2d-sys,0.2.4
wrflib_glx_sys,0.0.3
cf-daemonize,0.3.0
chrono-wasi,0.4.11
chmlib-sys,1.0.0
redismodule,0.1.2
appindicator3-sys,0.0.3
rustyline-with-hint-fix,10.1.0
c2rust-refactor,0.15.0
cgroup-sys,0.1.1
ark-api-macros,0.11.0
rlbot,0.5.0
cborian,0.9.2
rust_sodium_holochain_fork-sys,0.10.4
bvh_anim,0.4.0
nemo-extension,0.6.1
cedar,0.1.1
openpgp,0.2.0
srtp2-sys,3.0.2
opencl-api,0.1.2
tolk-sys,0.2.2
openmpt-sys,0.2.0
nonblocking_socket,0.0.2
cstr-argument,0.1.2
node-replication,0.1.1
rustkit,0.0.1
raven,0.2.1
btreec,0.3.0
gauc,0.8.1
kissfft-sys,0.1.0
enarx-shim-kvm,0.6.3
argdata,0.1.2
soup-sys,0.10.0
artifice-manager,0.1.4
qt_generator,0.2.0
fil-rustacuda,0.1.3
libzmq,0.2.5
aorist_extendr-api,0.0.1
memflow,0.2.0-beta10
lpc55-rtic-macros,0.5.3
php,0.1.0
arcdps-imgui-sys,0.8.0
sds,0.1.0
felfel,0.1.1
oping,0.4.0
blsctl,0.2.3
blitsort-sys,0.1.0
boringauth,0.9.0
binaryen-sys,0.12.0
cargo-scripter,0.2.12
ustr,0.9.0
neovim-rs,0.1.0
tsc,0.1.0
breakpoint,0.1.0
breakpad,0.1.0
faiss-sys,0.6.1
blackjack,0.1.1
bloguen,0.1.1
alt-failure,0.1.5
nrf-softdevice-s132,0.1.1
alpino-tokenizer-sys,0.2.1
quiche,0.17.1
likely_stable,0.1.2
tls,0.0.3
bibutils-sys,0.1.1
anarchist-readable-name-generator-lib,0.1.1
shm,0.1.0
primesieve-sys,0.2.3
libslirp,4.3.0
dssim-core,3.2.6
notnow,0.3.3
num-shaman,0.1.0
porcupine-sys,0.0.4
weld,0.4.0
cargo-extras,0.3.0
oic,0.1.0
wedpr-indy-crypto,0.4.5
pstoedit-sys,0.1.0
weggli,0.2.4
alloc_buddy_simple,0.1.2
capsule-ffi,0.1.5
libspnav-bindings,0.1.0
beep-proto,0.0.2
bayes,0.0.1
azure-iot-rs,0.2.0
ax25,0.2.0
axfive-libzip-sys,0.1.5
v8unpack4rs,0.3.0
azure-kinect-sys,0.2.0
FPS,0.0.3
azul-winit,0.24.0
tikv-jemallocator,0.5.0
lsl,0.1.1
lv2_raw,0.2.0
prov-cosmwasm-std,1.0.0-provbeta3
kstat,0.1.0
ffi_helpers,0.3.0
custom-print,0.1.0
wasmtime-wasi-c,0.10.0
pm_rlua,0.1.0
fftw-sys,0.8.0
libreauth,0.16.0
gstreamer-editing-services,0.20.0
libslirp-sys,4.2.1
extendr-api,0.4.0
mun_runtime_capi,0.4.0
ad9361-rs,0.1.0
harfbuzz,0.4.0
wasm-snip,0.4.0
cust,0.3.2
next-gen,0.1.1
robust2d,0.1.0
wasm-tracing-allocator,0.1.1
tracers-codegen,0.1.0
human_name,2.0.1
cg-sys,0.1.0
sardine,0.6.2
vigem-sys,1.1.0
neptune-triton,2.1.0
quickbms-lsp,0.1.1
fastpbkdf2,0.1.0
x42ltc-sys,0.0.5
cres,0.4.4
csharpbindgen,0.1.0
futuresdr,0.0.32
cntr,1.5.1
pagan,0.2.1
blingfire-sys,1.0.1
skedge,0.1.3
awl,0.0.1
mi,0.1.2-alpha.0
rcublas-sys,0.5.0
tvm,0.1.1-alpha
cryptonight-rs,0.2.1
metl,0.0.0
chewing-sys,0.2.5
geometry-predicates,0.3.0
blingfire,1.0.0
wlc,2.0.1
suricata,7.0.0-alpha.5
prefetch,0.2.0
dmx-serial,0.4.0
zmq-rs,0.1.8
orgize,0.9.0
oberon,2.1.0
a-half,0.1.0
tmq-zmq,0.9.0
sem,0.1.0
num_threads,0.1.6
tin,0.3.0
near-sdk-witgen,0.0.2
osmgpsmap-sys,0.2.16
rusty_v8_m,0.4.3
libwebp,0.1.2
parity-rocksdb-sys,0.5.6
px8,0.0.4
colloquy,0.1.4
restruct_derive,0.1.2
serd-sys,0.1.0
sentencepiece-sys,0.11.1
mlx,0.1.2
serial-unix,0.4.0
nautilus-extension-sys,0.8.0
msg,0.1.1
lcm,0.2.0
anitomy-sys,0.1.2
iocuddle,0.1.1
ruster_unsafe,0.4.0
kvm-sys,0.3.0
objc-macros,0.1.0
couchbase,1.0.0-alpha.4
extprim,1.7.1
openssl-kdf,0.4.1
ofx,0.3.0
qjs,0.1.2
mesalink,1.1.0-cratesio
azure,0.37.0
memcmp,0.0.6
emd,0.1.1
holochain_deterministic_integrity,0.0.13
no-panic,0.1.22
cor,0.0.0
ostree-sys,0.13.0
gme,0.1.2
datachannel,0.9.1
tundevice,0.1.4
opendp-ffi,0.4.0
wasmer_inkwell,0.2.0-alpha.2
usdt-attr-macro,0.3.5
exonum_libsodium-sys,0.0.24
fruity,0.3.0
cognitive-services-speech-sdk-rs,0.2.2
va_list-rs,0.0.4
glk,0.2.0
futures-await-syn,0.12.0
soup3-sys,0.4.0
exacl,0.10.0
parity-hash,1.2.2
wirehair-wrapper,0.1.3
nvvm,0.1.1
rustsbi,0.3.2
libarchive,0.1.1
newrelic-sys,0.2.0
nvml-binding,0.1.0
openvpn-plugin,0.4.2
ifcfg,0.1.2
dw,0.2.0
nina,0.0.1
framp,0.3.7
f128_internal,0.2.2
rsdb,0.12.1
ispc-tex,0.1.0
libresample,0.1.1
web-view,0.7.3
aws_greengrass_core_rust,0.1.37
rdp,0.12.0
numpy,0.18.0
commoncrypto-sys,0.2.0
ddc-macos,0.2.0
ducc-sys,0.1.2
jemalloc-sys,0.5.3+5.3.0-patched
sixel,0.3.2
rutie,0.8.4
rt-rtai,0.1.4
connected_socket,0.0.6
quick-js,0.4.1
guile,0.0.2
hurl,3.0.0
sixel-sys,0.3.1
linux-loader,0.9.0
capctl,0.2.2
hcap,0.0.2
erpc-sys,0.2.0
uclicious-libucl-sys,0.8.2
i3status-rs,0.31.1
hotkey-soundboard,0.0.3
rust-jni,0.1.0
guile-rs-sys,0.1.0
lua-sys,0.2.0
libvips,1.5.1
ipopt-sys,0.5.5
file-lock,2.1.9
inputsynth,0.1.2
ncursesw-win,0.6.3
netsim,0.2.5
expose,0.1.1
lv2-core,3.0.0
keyutils,0.2.1
fluence_sdk,0.0.6
glommio,0.8.0
haiku,0.2.0
zkinterface-libsnark,1.1.3
kreida,0.0.1
exa,0.10.1
ursa,0.3.7
cart-tmp-wgc,0.1.0
fisco-bcos-service,0.4.1
rt-xenomai,0.1.2
graphene-sys,0.17.0
libtun,0.1.0
nanomsg-sys,0.7.2
libdw,0.1.0
m,0.1.1
cryptonote-crypto,0.2.2
coz,0.1.3
unrar-async,0.1.13
libobliv-sys,0.1.6
gdnative-core,0.11.3
unix-fd,0.1.0
turtle,1.0.0-rc.3
libjit-sys,0.2.1
gstreamer-rtsp-server,0.20.3
com-rs,0.2.1
libscmp,0.2.0
cbor-codec,0.7.1
onnxruntime-sys-patch,0.0.14
rust_process_interface_library,0.1.4
js-function-promisify,0.2.1
rapier_testbed2d,0.17.0
mco,0.1.44
msp430-rt-macros,0.4.0
pretty_dtoa,0.3.0
selinux,0.4.1
libpg_query2-sys,0.2.3
winipt-sys,0.1.1
tetsy-rocksdb,0.5.0
htmltoadf,0.1.7
ovr-mobile-sys,0.4.0
salty,0.2.0
standalone-syn,0.13.0
interrupt,0.1.3
fswatch,0.1.10
pelite,0.10.0
kqueue-sys,1.0.3
gstreamer-rtp,0.20.0
time-sys,0.0.2
dukt-macros,0.1.1
sundials-sys,0.2.5
tcalc-rustyline,1.0.2
libstrophe,0.17.0
portunusd,0.3.0
cortex-m-rtfm-macros,0.5.1
tp-runtime-interface,2.1.2
teehistorian,0.8.2
sycamore-macro,0.9.0-beta.1
pikchr,0.1.1
td_rlua,0.3.1
gemachain-perf,1.8.0
tun-driver,0.1.0
rustgraphblas,0.16.0-alpha
jk-cosmwasm-std,0.16.2
fyrox,0.29.0
verneuil,0.6.4
ffi-toolkit,0.5.0
hwloc,0.5.0
kpal,0.2.2
eth-secp256k1,0.5.7
sp-tasks,3.0.0
physx-sys,0.11.1
turbojpeg-sys,0.2.3
plotpy,0.3.5
libaom-sys,0.14.0
stack_test_progpow_gpu,0.1.0
eosio_sys,0.2.0
ipmimonitoring-sys,0.1.4
rapier2d-f64,0.17.2
vte4-sys,0.6.0
javascriptcore5-rs-sys,0.3.1
dvcompute_rand,1.3.3
mann_kendall,0.1.0
netsnmp-sys-nocrypto,0.1.3
pkcs11,0.5.0
hacl-star-sys,0.1.0
mnemos,0.1.0
embed_plist,1.2.2
xflow,0.1.1
stackalloc,1.2.0
libsex,0.1.2
futures-glib,0.4.0
v-cbr-codec,0.7.1
dylib,0.0.3
mystic_light_sdk,0.4.2
nydus-app,0.3.2
spaik,0.2.2
skiff,0.4.5
oracle,0.5.7
rq,0.1.2
ors-sys,0.0.8
pavao,0.1.2
rcudnn-sys,0.5.0
serde-bindgen-core-derive,0.1.12
spooles_ffi,0.1.1
eframework,0.1.0
aditjind-crate,1.0.0
mediainfo,0.2.0
memfile,0.2.1
rrise,0.2.3
inc,0.1.3
ve,0.0.3
objc_exception,0.1.2
macos-accessibility-client,0.0.1
gstreamer-net,0.20.0
jq-sys,0.2.2
macos-open,0.0.3
luminvent_winit,0.27.6-alpha
jujutsu,0.7.0
kv-derive,1.0.1
libshumate-sys,0.3.0
scanner-syn,0.2.0
polyhorn-yoga,0.3.4
cloudformatious,0.5.0
yew-stdweb,0.18.0
fruity__bbqsrc,0.2.0
rusqlite-le,0.24.2
slitter,0.1.0
megenginelite-rs,1.8.2
mesh-portal-versions,0.2.0-rc1
recursive_sync,0.0.2
rascam,0.0.2
proctitle,0.1.1
kaspa-miner,0.2.0
bpf-linker,0.9.7
cargo-script,0.2.8
imagemusic,1.0.1
raw_tty,0.1.0
irmaseal-core,0.2.0-beta.2
dvcompute,1.3.4
qt_widgets,0.5.0
simple-signal,1.1.1
derive_builder_fork_arti,0.11.2
jlrs,0.18.0-beta.2
gst-plugin,0.3.2
qt_charts,0.5.0
rsworld-sys,0.1.0
perf_monitor,0.2.0
rust-gmp-serde,0.5.0
