jobserver,C,1
i-slint-core,C,171
transducers,rust-call,12
solana_anchor_gateway,C,1
srtp,C,2
dukt,C,1
ancora,C,1
indexvec,rust-call,4
specinfra,C,9
gary-plugin-docker,C,1
json-digest-wasm,C,4
fj,C,7
flecs,C,1
apache-avro-test-helper,C,2
nj-core,C,8
cuba,C,5
provwasm-std,C,1
grr,system,1
qni-core-rs,C,18
sap,C,1
jsonnet-rs,C,2
rhyoea,C,1
web-assembly-whipshout,C,13
drone-core,C,7
ring,C,2
angular-rs,C,1
wascc-telnet,C,1
wascc-logging,C,1
panda-channels,C,7
wasm-wrapper-gen,C,2
webblender,C,4
rustwlc,C,1
vride-api,C,1
msp430-rt,C,1
msp430-rt,msp430-interrupt,1
dodrio-js-api,C,1
quarry-mint-wrapper,C,1
multicast_dns,C,4
memflow-win32-ffi,C,40
template_distribution_sv2,C,7
nstd_os,C,4
core-nightly,rust-call,6
nodex-api,C,9
crlibm,C,2
cardinal-creator-standard,C,1
wasmtime,C,35
nstd_thread,C,5
dukbind,C,1
tic-tac-rust,C,10
ase-swatch,C,1
fpsdk,C,23
moon-engine,C,6
rline,C,5
rslide,system,1
gauge,C,1
cffi,C,2
tea-keyvalue-provider,C,1
lamellar,C,397
recurring_event,C,4
tinyrlibc,C,13
tectonic_bridge_core,C,25
imgui-memory-editor,C,3
backtrace,C,2
portunusd,C,1
iceyee_logger,C,1
c-closures,C,2
pyembed,C,5
directory-tree,C,1
vsda,C,1
wintrap,system,3
wasm-bindgen-rayon,C,5
streamflow,C,1
filterm,C,1
onnxruntime,C,1
compu,C,3
nwn-rs-runtime,C,2
solana-voting,C,1
pokebell,C,2
craydate,C,15
didkit,C,14
didkit,system,11
sodiumoxide_extras,C,3
opcalc,C,35
range-encoding,C,10
core-foundation,C,1
cognitive-services-speech-sdk-rs,C,25
win-opacity,system,1
bayer,C,6
cxx-demo,C,3
dgews,system,2
logreduce-tokenizer,C,2
leptos_reactive,rust-call,15
cpython,C,2
findshlibs,C,1
nsi,C,1
pink-sidevm-env,C,1
electrs-rocksdb,C,20
chardetng_c,C,4
wasm_val,C,8
tetanes-web,C,17
otter-cli,C,22
tin,C,4
x86_interrupts,x86-interrupt,18
pytrace,C,157
sadness-generator,C,1
verilogae_util,C,30
obs-wrapper,C,51
topgrade,C,1
spl-token-swap,C,1
rust-libindy-wrapper,C,12
shogi_legality_lite,C,3
ctrlc-async,C,1
glk,C,134
sardine,C,12
appleargs,C,1
qcms,C,37
fkl-wasm,C,4
static_args,C,1
wasmtime-py,C,13
ffi_helpers,C,16
buildid,C,1
erl_nif,C,1
brcode,C,9
extism-runtime,C,14
todo-tui,C,1
prql4j,system,2
fmi,C,1
cassandra-cpp,C,2
kplayer-rust-wrap,C,14
clamav,C,1
nstd_collections,C,16
ckb-rocksdb,C,18
ultrametric_matrix_tools,C,12
sdl2,C,4
iop-sdk-wasm,C,88
staticinit,C,2
wasmcloud-logging,C,1
rustyline,C,1
wap,C,1
objc2,C,1
graphannis-core,C,1
redox_syscall,C,1
dvcompute_rand_dist,C,2
locked-voter,C,1
dhc,C,10
nstd_events,C,3
polygons,C,6
mri-sys,C,1
naru,C,1
isosurface,C,16
security-framework,C,2
gmserverplugin,C,7
win_dbg_logger,C,5
rtreec,C,1
memflow-qemu,C,3
libiw,C,3
fixparser,C,1
tauri-utils,C,1
alloc-wg,rust-call,3
virtiofsd,C,1
sn_ffi_utils,C,5
zcash_script,C,30
plerkle,C,1
wasmer,C,110
graviton_backend,C,1
azul_glium,system,1
wasm-test,C,2
megatiny_hal,C,1
cramjam,C,77
indy-crypto,C,2
frustool,C,29
fm_plugin,C,1
qdk_sim_rs,C,12
linux-support-common,C,2
puzuzu,C,13
nstd_math,C,51
aws-smithy-http-server-python,C,55
jpki-ffi-generic,C,12
geos,C,4
ray-rs-sys,C,2
clockwork-pool-program,C,1
window,C,27
big_data,C,19
safe-token-swap,C,1
sqa-jack,C,9
shogi_official_kifu,C,2
avif-parse,C,2
sapp-kms,C,26
nrfxlib,C,16
sealevel-ffi,C,14
sgx_urts,C,96
pagurus_game_std,C,1
aws-nitro-enclaves-attestation-ffi,C,2
rusty_spine,C,679
tendermint-light-client-js,C,1
starfish-wasm,C,5
nobs-vk,system,316
cronos-health,C,1
secp256k1,C,1
rl_localtime,C,2
fin-calc,C,4
crndm,rust-call,1
kincaid,C,4
iceyee_datetime,C,1
safe-token,C,1
quad-url,C,1
rusqlite,C,1
shift_or_euc_c,C,3
speedy2d,system,1
solana-bpf-helloworld,C,1
arrow-sunny,C,1
dahl-partition,C,1
rune-wasm,C,1
gstools-core,C,9
doors,C,1
bumblebee,C,1
foo-cargo-filename-test,C,1
clockwork-webhook-program,C,1
xed-sys,C,338
loggerithm,C,10
rusty-green-kernel,C,12
tensorflow,C,2
spl-memo,C,1
pbjson-types-any,C,48
quad-storage-sys,C,1
tcpp,C,2
s2n-tls-tokio,C,2
knet-bindings,C,6
pmemkv,C,6
distill-loader,C,2
nvidia-aftermath-rs,C,3
jsonpath_lib,C,3
luminvent_winit,C,4
sg-std,C,1
libzt,C,1
rusty_libimobiledevice,C,2
daphne_worker,C,17
libnss-wiregarden,C,7
refmove,rust-call,3
monitor-control-win,system,1
ofo,C,2
selecta_score,C,1
openrr-plugin,C,22
fomu-rt,Rust,2
fomu-rt,C,2
ts3plugin,C,38
rsubox,C,1
token-signer,C,1
secp256k1-zkp-sys,C,2
detexify-c,C,21
spl-account-compression,C,1
tinki,C,1
safer-ffi,C,60
cardinal-use-invalidator,C,1
sqlite3-native,C,2179
kpal-plugin,C,9
fontstash,C,4
acrylic-web,C,12
redeemer,C,1
hotpatch,rust-call,39
mozjpeg,C,2
monkey-wasm,C,1
email-address-parser,C,8
switcher2,C,2
clockwork-health,C,1
lib_sens,C,4
tachyon-networking,C,20
nstd_image,C,3
wasm_membrane_guest,C,7
glium_text_nxt,C,3
twetch-sdk,C,16
quarry-merge-mine,C,1
wkhtmltopdf,C,5
jbig2dec-sys,C,1
graphannis-capi,C,73
guillotiere_ffi,C,27
mann_kendall,C,1
uefi-services,efiapi,1
tabbyssl,C,117
rust_sodium_holochain_fork-sys,C,3
rl2020,C,4
pktseed,C,4
vapoursynth,system,9
newt,C,4
cosmic-hyperspace,C,2
mimalloc-rust,C,1
substrate-wasmtime,C,33
i-slint-backend-qt,C,1
ors,C,1
rusfun,C,11
azul-glutin,C,1
suan,C,42
nstd_net,C,17
monoio,C,3
win-overlay,system,1
hyperjson,C,5
pchain-sdk,C,1
encoding_c,C,40
lcm,C,1
firebase-wasm,rust-call,3
firebase-wasm,C,1
ryml,C,10
swc_common,C,2
s2n-quic-tls,C,7
xsettings,C,2
phase-protocol-sdk,C,1
jshiohaha-newworld-test,C,1
ep-capstone,C,1
pkt_wasm,C,1
myo,system,1
wasmtime-runtime,C,31
ag-grid-rs,C,1
efi,win64,3
signal-notify,C,1
dlc,C,1
mapboxgl,C,8
dlog_core,C,3
cortex-m-rt,C,3
shards,C,32
nvptx-panic,C,1
cfn-guard-ffi,C,2
nahpack,C,8
sierra,system,1
voodoo,system,1
spl-instruction-padding,C,1
gfx_glow,system,1
rathe-storage-program,C,1
solana-exchange-program,C,1
dvcompute_network,C,2
wfst4str,C,58
mcai-onnxruntime,C,1
quilt_wasm,C,19
solana-failure-program,C,1
rustuino,C,1
tokio,C,1
flakebi-ring,C,2
mech-math,C,4
tock,C,2
stakebob,C,1
brioche-ducc,C,6
tree-sitter,C,3
ra_ap_hir_ty,C,1
risc0-zkvm-host,C,1
redis-cell,C,2
oxygengine-script-web,C,17
jni-glue,system,2
febug,C,1
llvm-plugin-inkwell,C,1
fuzzy_dbscan,C,4
casper-contract,C,1
rorm-lib,C,40
pattern-3,rust-call,3
dvcompute_mpi,C,1
basic_dsp_interop,C,314
pilka_ash,system,1
riscv-atomic-emulation-trap,C,1
glitz,system,1
cw-umee-types,C,1
hooky,C,1
libdusk,C,1
detour2,C,1
rawsock,C,4
pcap-async,C,1
throne,C,5
libloadorder-ffi,C,19
rust-argon2-ffi,C,18
fucker,C,3
wasm_plugin_guest,C,3
wasmer-singlepass-backend-fl,C,2
bayes,C,5
wintun,C,1
dmoj,C,1
rsa-solver,rust-call,2
cardinal-receipt-manager,C,1
rsperftools,C,1
palombe,C,2
silver-rs,C,1
srm,C,34
quicksocket,C,8
mos,C,2
ray-rs,C,1
ray-rs,rust-call,12
hermit-sys,C,112
clockwork-network,C,1
simple-signal,C,1
serum,C,1
riscv-rt,Rust,3
riscv-rt,C,2
glean-ffi,C,138
axfive-imgui,C,2
pqcrypto-internals-wasi,C,1
sim,C,27
mpl-auction-house-unofficial,C,1
ia-sandbox,C,2
qdk_sim_experimental,C,14
rustls-ffi,C,71
pyrs,C,10
spl-math,C,1
shogi_usi_parser,C,3
jpegxr,C,5
web-glitz,rust-call,2
imagequant-sys,C,48
littlefs,C,4
shadow-drive-user-staking,C,1
webm,C,3
memflow,C,81
async-signals,C,1
fil-rustacuda,C,1
rsdb,C,17
ensc-testsuite,C,2
mh,C,2
read,system,2
ergo-lib-wasm,C,307
lv2rs-urid,C,1
collectd-plugin,C,5
pico-driver,C,17
bl602-sdk,C,1
wireguard-nt,C,1
