key::test::test_serialize_serde,aigc_secp256k1zkp,0.7.12
pedersen::tests::commit_parse_ser,aigc_secp256k1zkp,0.7.12
pedersen::tests::rewind_empty_message,aigc_secp256k1zkp,0.7.12
pedersen::tests::rewind_message,aigc_secp256k1zkp,0.7.12
pedersen::tests::test_blind_commit,aigc_secp256k1zkp,0.7.12
pedersen::tests::test_bullet_proof_multisig,aigc_secp256k1zkp,0.7.12
pedersen::tests::test_bullet_proof_single,aigc_secp256k1zkp,0.7.12
pedersen::tests::test_bullet_proof_verify_multi,aigc_secp256k1zkp,0.7.12
pedersen::tests::test_commit_sum,aigc_secp256k1zkp,0.7.12
pedersen::tests::test_from_pubkey,aigc_secp256k1zkp,0.7.12
pedersen::tests::test_range_proof,aigc_secp256k1zkp,0.7.12
pedersen::tests::test_sign_with_pubkey_from_commitment,aigc_secp256k1zkp,0.7.12
pedersen::tests::test_to_pubkey,aigc_secp256k1zkp,0.7.12
pedersen::tests::test_verify_commit_sum_one_keys,aigc_secp256k1zkp,0.7.12
pedersen::tests::test_verify_commit_sum_random_keys,aigc_secp256k1zkp,0.7.12
pedersen::tests::test_verify_commit_sum_random_keys_switch,aigc_secp256k1zkp,0.7.12
pedersen::tests::test_verify_commit_sum_zero_keys,aigc_secp256k1zkp,0.7.12
tests::bad_recovery,aigc_secp256k1zkp,0.7.12
tests::capabilities,aigc_secp256k1zkp,0.7.12
tests::invalid_pubkey,aigc_secp256k1zkp,0.7.12
tests::sign,aigc_secp256k1zkp,0.7.12
tests::sign_and_verify,aigc_secp256k1zkp,0.7.12
tests::sign_and_verify_extreme,aigc_secp256k1zkp,0.7.12
tests::sign_and_verify_fail,aigc_secp256k1zkp,0.7.12
tests::sign_with_recovery,aigc_secp256k1zkp,0.7.12
tests::signature_serialize_roundtrip,aigc_secp256k1zkp,0.7.12
tests::test_bad_slice,aigc_secp256k1zkp,0.7.12
tests::test_debug_output,aigc_secp256k1zkp,0.7.12
tests::test_low_s,aigc_secp256k1zkp,0.7.12
tests::test_recov_sig_serialize_compact,aigc_secp256k1zkp,0.7.12
backend::rust::encode::tests::test_encode_against_c,argonautica,0.2.0
hasher::tests::test_hasher_fast_but_insecure,argonautica,0.2.0
constraints::test::test_rule_with_constraints,ast-grep-config,0.12.1
