crate_name,version
wascc-s3,0.7.1
xcb,1.2.0
rusfuse,0.0.9
kcp-rust-native,0.1.0
solana-system-program,0.11.0
geoip-sys,0.0.14
libfuzzer-sys,0.4.5
ffmpeg-wasi,0.1.12
lonlat_bng,0.3.8
head-empty,0.1.0
wascc-httpsrv,0.9.2
nnsdk,0.2.0
safecoin-vest-program,1.6.16
solana-lualoader,0.11.0
gurobi-sys,0.3.0
usb,0.2.2
libtar-sys,0.1.9
mongors,0.3.0-alpha.1
consistenttime,0.2.0
soroban-env-guest,0.0.9
fiftyonedegrees,0.2.17
nvml-rs,0.1.0
nature_demo_executor,0.15.0
solana-noop,0.11.0
onnxruntime-sys,0.0.14
varnish-sys,0.0.11
node_api_system,0.5.0
bing-rs,0.0.4
thorin,0.1.0
solana-geyser-plugin-postgres,1.10.5
starlane-core,0.2.0-rc1
t_bang,0.1.4
emacs_module_bindings,0.7.0
rustpak,0.1.0
flu,0.0.2
cpp_regexp,0.6.1
x11,2.20.0
asn1_der,0.7.5
vk-rs,0.1.4
wascc-httpclient,0.1.0
GSL-sys,3.0.0
pngquant,3.0.0
icu_capi,1.0.0
rustgym-testcpp,0.1.0
jitterentropy-sys,0.1.0
cursed,0.0.1
wascc-fs,0.1.2
luasocket,0.1.9
wasmer-runtime-core-near,0.18.3
krust,0.0.1
roxido,0.5.0
mouse_automation,0.1.3
wasmcloud-nats-kvcache,0.5.1
freefare-sys,0.2.0
glpk-sys,0.2.0
ez_audio,0.1.6
fmod,0.10.2
reax,0.2.0
caldera-bindings,0.1.0
quickjs-sys,0.1.0
wasmcloud-telnet,0.1.3
safecoin-exchange-program,1.6.16
drm-rs,0.1.3
socket,0.0.7
protobuf-native,0.2.1+3.19.1
guile-sys,0.1.1
rust-corosync,0.2.3
wascc-nats,0.9.1
perfrecord-mach-ipc-rendezvous,0.2.1
duckdb-extension-framework,0.5.0
syrette,0.4.1
libxml,0.3.1
clhash-sys,0.1.0
compiler_builtins,0.1.83
mono-rs,0.1.10
ncursesw,0.6.4
cult,0.0.3
wow-rs,1.0.0
stable-swap-fuzz,1.8.1
mech-stats,0.0.5
iredismodule,0.3.0
oasis-test,0.4.1
wasmcloud-s3,0.10.1
chip,0.0.6
virt,0.2.11
solana-geyser-plugin-scaffold,1.11.2
nfc-sys,0.1.5
axe_fx_midi,0.1.0
ndless-sys,0.2.0
libvips,1.4.3
numpress,1.1.0
solana-budget-program,1.6.28
wasmcloud-nats,0.10.4
zsplg,0.0.0-alpha2
packed_simd_2,0.3.8
wasmcloud-fs,0.4.1
nfc,0.1.11
mesh-portal-versions,0.2.0-rc1
truncnorm,0.5.1
lua52-sys,0.1.2
fluidsynth,0.0.1
mpc,0.1.10
libsweep,1.0.1
vigem-sys,1.1.0
ark-api-ffi,0.17.0-pre.11
eosio_cdt_sys,0.3.0
blis-sys,0.3.0
cl-sys,0.4.2
lucet-runtime-internals,0.6.1
solana-accountsdb-plugin-postgres,1.9.7
gaborator-sys,0.1.1
sapp-linux,0.1.15
lapacke-sys,0.1.4
sdl2-sys,0.35.2
rsasl,2.0.0-rc.3
euphrates_x64,0.1.0
ladspa_noisecoring,1.0.0
libduckdb-sys,0.5.1
fuchsia_backtrace,0.1.0
encoding_c_mem,0.2.6
onnxruntime-sys-patch,0.0.14
psp,0.3.2
companion-service,0.1.0
duku,0.2.1
grb-sys2,9.5.0
skyline,0.2.1
oasis-std,0.4.1
wasmcloud-httpclient,0.2.4
inmemory-keyvalue,0.4.0
ladspa,0.3.4
minimp4-sys,0.1.0
solana-vest-program,1.6.28
libiio-sys,0.3.1
dittolive-ditto-sys,2.1.0
agora-rtm,0.1.3
mechtron,0.3.4
irssi-sys,0.1.0
mp4decrypt,0.2.1+1.6.0-639
pen-ffi,0.10.1
tectonic_engine_bibtex,0.1.4
elfo-core,0.1.33
cosmic-macros,0.3.4
applevisor-sys,0.1.0
rcap,0.1.4
wasmer-runtime-core-fl,0.17.1
obs-sys,0.2.1
tmux_plugin,0.0.1
td_clua,0.1.3
switchtec-user-sys,0.4.1
linkbot,0.0.2
cosmic-space,0.3.4
libpostal-sys,0.1.1
externc-libm,0.1.0
fontstash-sys,0.1.1
cuda-oxide,0.4.0
croaring-sys-mw,0.4.5
openldap,1.2.2
mcai-onnxruntime-sys,0.0.15
rax,0.1.5
pbf-reader,0.1.9
x11nas,2.19.1
clockkit,0.2.1
luacjson,0.1.2
rnet,0.2.0
solana-noop-program,1.7.15
dittolive-ditto,2.1.0
nature_demo_converter,0.0.2
monotron-app,0.5.0
sidh,0.2.3
lava,0.4.9
ecdh,0.0.12
abi_stable,0.10.5
wasmcloud-redis,0.11.3
hactool-sys,0.4.4
gary-plugin-docker,0.0.2
libyang2-sys,0.4.0
onload,0.1.2
libpcap,0.1.7
wascc-telnet,0.1.0
wascc-logging,0.8.0
open-cl-sys,0.1.0
ffmpeg-dev,0.3.8
multicast_dns,0.5.0
tea-keyvalue-provider,0.1.1
pxtone-sys,0.2.0
xiapi-sys,0.1.1
rust-mio,0.2.0
remote-trait-object,0.5.0
openslide-rs,0.3.3
range-encoding,0.2.1
cognitive-services-speech-sdk-rs,0.2.1
rust-sqlite,0.3.0
qurs,0.2.0
cxx-demo,0.0.6
jsonnet,0.1.0
nature-demo,1.4.0
coco-sys,0.4.0
wasmcloud-logging,0.9.4
plerkle,0.5.3
sgx_types,1.1.2
cloudabi,0.1.0
nobs-vk,0.2.0
gnulightning-sys,2.3.0
td_clua_ext,0.1.0
mysqlbinlog,0.1.5
clips-sys,0.4.0
rusty_libimobiledevice,0.1.7
rustchord,0.5.0
uring-sys2,0.8.0
spooles_ffi,0.1.1
cosmic-hyperspace,0.3.4
nature_integrate_test_converter,0.0.2
wasmtime-runtime,1.0.2
solana-exchange-program,1.8.16
sleef-trig-sys,0.1.0
solana-failure-program,1.7.15
mech-math,0.0.5
redis-cell,0.2.2
nature_integrate_test_executor,1.4.0
